Date,Open,High,Low,Price,Vol,Change,BBB_20_2,BBL_20_2,BBM_20_2,BBP_20_2,BBU_20_2,EMA_20,EMA_200,EMA_50,RSI_14,Return_1,Return_5,V_Roll_MEAN_20
2015-03-19,579.39000,580.32000,573.52000,573.74000,84530.00000,-0.00850,4.61483,575.59396,589.18900,-0.06819,602.78404,584.26119,,,40.14114,-0.00854,-0.02513,95588.50000
2015-03-20,572.57000,577.56000,571.92000,575.44000,151540.00000,0.00300,5.01234,573.97298,588.72750,0.04971,603.48202,583.42108,,,42.22497,0.00296,-0.01819,99016.00000
2015-03-23,576.64000,579.39000,570.44000,570.89000,99550.00000,-0.00790,5.67427,571.23021,587.91000,-0.01020,604.58979,582.22764,,578.34380,38.37442,-0.00791,-0.01706,100301.50000
2015-03-24,569.33000,569.91000,562.07000,567.43000,91920.00000,-0.00610,6.26114,568.07527,586.43400,-0.01757,604.79273,580.81834,,577.91581,35.70777,-0.00606,-0.02463,101753.00000
2015-03-25,567.62000,568.40000,559.87000,560.93000,87610.00000,-0.01150,7.24873,563.65049,584.84750,-0.06417,606.04451,578.92421,,577.24970,31.30648,-0.01146,-0.03067,101171.50000
2015-03-26,556.12000,559.68000,553.19000,556.16000,83830.00000,-0.00850,8.18754,558.96022,582.81950,-0.05868,606.67878,576.75619,,576.42265,28.52758,-0.00850,-0.03064,100866.00000
2015-03-27,558.93000,561.13000,549.65000,551.42000,91630.00000,-0.00850,9.30771,553.73418,580.76200,-0.04281,607.78982,574.34322,,575.44215,26.05280,-0.00852,-0.04174,101532.00000
2015-03-30,551.75000,554.26000,545.07000,545.19000,108630.00000,-0.01130,10.61661,547.77726,578.48500,-0.04213,609.19274,571.56673,,574.25580,23.20361,-0.01130,-0.04502,102630.50000
2015-03-31,544.87000,552.72000,544.87000,551.13000,83620.00000,0.01090,11.00547,544.49845,576.20550,0.10458,607.91255,569.62037,,573.34890,30.95665,0.01090,-0.02873,101170.00000
2015-04-01,550.80000,551.69000,537.30000,538.91000,129130.00000,-0.02220,11.72398,539.53459,573.13150,-0.00930,606.72841,566.69557,,571.99836,25.29828,-0.02217,-0.03926,101600.50000
2015-04-02,540.54000,546.85000,536.87000,546.85000,89760.00000,0.01470,11.77540,537.03159,570.62850,0.14612,604.22541,564.80552,,571.01215,33.76922,0.01473,-0.01674,99370.50000
2015-04-03,548.69000,550.30000,544.22000,547.85000,70710.00000,0.00180,11.68376,535.12177,568.32250,0.19169,601.52323,563.19071,,570.10383,34.77244,0.00183,-0.00647,97822.00000
2015-04-06,548.11000,549.28000,542.97000,542.97000,71850.00000,-0.00890,11.87313,532.44512,566.04900,0.15660,599.65288,561.26493,,569.03976,32.20848,-0.00891,-0.00407,96473.00000
2015-04-07,542.71000,548.37000,540.79000,548.11000,96780.00000,0.00950,11.57208,531.33989,563.97150,0.25696,596.60311,560.01208,,568.21898,37.44081,0.00947,-0.00548,96053.50000
2015-04-08,549.69000,551.23000,546.29000,547.72000,80150.00000,-0.00070,11.25702,530.39655,562.03050,0.27381,593.66445,558.84140,,567.41510,37.20616,-0.00071,0.01635,95745.00000
2015-04-09,547.26000,552.53000,546.76000,550.52000,94460.00000,0.00510,10.54575,530.59505,560.13000,0.33731,589.66495,558.04889,,566.75255,40.10831,0.00511,0.00671,96331.00000
2015-04-10,550.96000,557.65000,550.96000,554.03000,104200.00000,0.00640,9.70524,531.42333,558.52650,0.41705,585.62967,557.66614,,566.25362,43.62569,0.00638,0.01128,96677.00000
2015-04-13,556.35000,559.68000,555.97000,559.54000,72140.00000,0.00990,9.01247,532.34288,557.46350,0.54133,582.58412,557.84460,,565.99034,48.71726,0.00995,0.03052,95257.00000
2015-04-14,559.81000,562.95000,558.49000,558.67000,69540.00000,-0.00160,8.10253,533.77144,556.30900,0.55238,578.84656,557.92321,,565.70327,47.98040,-0.00155,0.01927,93481.00000
2015-04-15,558.94000,565.39000,558.94000,564.50000,82310.00000,0.01040,7.37069,535.12424,555.60000,0.71733,576.07576,558.54957,,565.65608,53.09973,0.01044,0.03064,92194.50000
2015-04-16,564.50000,570.68000,564.50000,568.28000,100520.00000,0.00670,7.06940,535.69786,555.32700,0.82994,574.95614,559.47628,,565.75898,56.11529,0.00670,0.03226,92994.00000
2015-04-17,568.28000,572.76000,568.28000,568.32000,107310.00000,0.00010,6.62209,536.59565,554.97100,0.86323,573.34635,560.31854,,565.85941,56.14742,0.00007,0.02579,90782.50000
2015-04-20,568.52000,568.83000,562.66000,565.04000,98950.00000,-0.00580,6.31671,537.15979,554.67850,0.79573,572.19721,560.76820,,565.82728,52.73749,-0.00577,0.00983,90752.50000
2015-04-21,563.78000,567.52000,562.24000,562.24000,98590.00000,-0.00500,6.09584,537.52075,554.41900,0.73141,571.31725,560.90837,,565.68660,49.94875,-0.00496,0.00639,91086.00000
2015-04-22,562.58000,565.04000,561.53000,562.51000,91610.00000,0.00050,6.14376,537.46450,554.49800,0.73518,571.53150,561.06091,,565.56203,50.22210,0.00048,-0.00353,91286.00000
2015-04-23,562.85000,564.45000,557.57000,561.25000,76340.00000,-0.00220,6.22822,537.47689,554.75250,0.68805,572.02811,561.07892,,565.39293,48.88048,-0.00224,-0.01237,90911.50000
2015-04-24,563.17000,567.36000,561.56000,565.77000,61680.00000,0.00810,6.42518,537.62502,555.47000,0.78860,573.31498,561.52569,,565.40772,53.66257,0.00805,-0.00449,89414.00000
2015-04-27,567.77000,568.47000,562.40000,562.40000,61880.00000,-0.00600,6.26756,538.89631,556.33050,0.67407,573.76469,561.60895,,565.28977,49.91349,-0.00596,-0.00467,87076.50000
2015-05-04,560.62000,563.36000,545.08000,545.08000,112530.00000,-0.03080,6.46940,538.04216,556.02800,0.19565,574.01384,560.03477,,564.49723,35.99485,-0.03080,-0.03052,88522.00000
2015-05-05,544.80000,552.65000,539.04000,552.65000,116970.00000,0.01390,5.85125,540.42759,556.71500,0.37521,573.00241,559.33146,,564.03263,43.42105,0.01389,-0.01753,87914.00000
2015-05-06,553.30000,555.51000,548.17000,549.30000,89290.00000,-0.00610,5.75518,540.81400,556.83750,0.26480,572.86100,558.37608,,563.45488,41.14589,-0.00606,-0.02129,87890.50000
2015-05-07,548.51000,554.22000,547.53000,552.98000,70110.00000,0.00670,5.59992,541.49559,557.09400,0.36813,572.69241,557.86217,,563.04410,44.58112,0.00670,-0.02261,87860.50000
2015-05-08,551.57000,556.39000,550.93000,554.51000,72950.00000,0.00280,5.11499,543.40859,557.67100,0.38918,571.93341,557.54291,,562.70943,45.99256,0.00277,-0.01403,87915.50000
2015-05-11,554.50000,556.20000,550.57000,551.67000,108340.00000,-0.00510,4.97051,543.98503,557.84900,0.27716,571.71297,556.98359,,562.27651,43.76445,-0.00512,0.01209,88493.50000
2015-05-12,551.98000,552.56000,542.70000,544.41000,79640.00000,-0.01320,5.16848,543.27163,557.68350,0.03949,572.09537,555.78610,,561.57586,38.61450,-0.01316,-0.01491,88468.00000
2015-05-13,545.50000,546.99000,538.76000,542.82000,79430.00000,-0.00290,5.57158,541.77334,557.29850,0.03371,572.82366,554.55124,,560.84034,37.57173,-0.00292,-0.01180,87716.50000
2015-05-14,542.53000,545.00000,540.72000,543.69000,68000.00000,0.00160,5.95530,540.20250,556.78150,0.10518,573.36050,553.51683,,560.16778,38.54958,0.00160,-0.01680,85906.50000
2015-05-15,543.61000,545.48000,537.44000,537.44000,74950.00000,-0.01150,6.66852,537.14879,555.67650,0.00786,574.20421,551.98571,,559.27649,34.38302,-0.01150,-0.03078,86047.00000
2015-05-18,535.82000,536.71000,528.90000,528.95000,105370.00000,-0.01580,7.86958,532.38426,554.19050,-0.07874,575.99674,549.79183,,558.08722,29.68881,-0.01580,-0.04118,87838.50000
2015-05-19,530.00000,537.19000,530.00000,536.82000,93790.00000,0.01490,8.14583,530.29117,552.80650,0.14499,575.32183,548.55642,,557.25321,38.12225,0.01488,-0.01394,88412.50000
2015-05-20,536.35000,550.33000,536.07000,550.10000,128460.00000,0.02470,7.74874,530.51494,551.89750,0.45797,573.28006,548.70343,,556.97269,49.19583,0.02474,0.01341,89809.50000
2015-05-21,550.99000,554.00000,547.95000,552.56000,112190.00000,0.00450,7.26605,531.08755,551.10950,0.53622,571.13145,549.07072,,556.79965,50.94705,0.00447,0.01631,90053.50000
2015-05-22,553.41000,561.82000,550.81000,561.82000,119600.00000,0.01680,7.12191,531.32948,550.94850,0.77707,570.56752,550.28494,,556.99652,56.96104,0.01676,0.04536,91086.00000
2015-05-25,560.80000,563.84000,558.50000,563.00000,108200.00000,0.00210,7.15411,531.27741,550.98650,0.80477,570.69559,551.49589,,557.23195,57.67319,0.00210,0.06437,91566.50000
2015-05-26,563.31000,570.29000,562.58000,567.20000,143160.00000,0.00750,7.38471,530.86798,551.22100,0.89255,571.57402,552.99152,,557.62286,60.19765,0.00746,0.05659,94144.00000
2015-05-27,564.64000,569.63000,563.28000,566.48000,115040.00000,-0.00130,7.61085,530.49624,551.48250,0.85732,572.46876,554.27614,,557.97020,59.54204,-0.00127,0.02978,96079.00000
2015-05-28,566.13000,576.92000,564.73000,572.97000,151800.00000,0.01150,8.03418,529.67448,551.84250,0.97653,574.01052,556.05651,,558.55842,63.41034,0.01146,0.03694,100585.00000
2015-05-29,572.73000,577.03000,568.70000,569.56000,135980.00000,-0.00600,8.34917,529.14843,552.20050,0.87653,575.25257,557.34255,,558.98986,60.15581,-0.00595,0.01378,104290.00000
2015-06-01,571.15000,579.58000,570.14000,574.98000,118500.00000,0.00950,8.96570,528.87416,553.69550,0.92875,578.51684,559.02231,,559.61692,63.37356,0.00952,0.02128,104588.50000
2015-06-02,575.70000,581.24000,570.31000,570.31000,123890.00000,-0.00810,9.32063,528.73339,554.57850,0.80434,580.42361,560.09733,,560.03626,58.95567,-0.00812,0.00548,104934.50000
2015-06-03,570.55000,573.91000,567.81000,567.90000,125470.00000,-0.00420,9.48754,529.15646,555.50850,0.73511,581.86054,560.84044,,560.34464,56.75675,-0.00423,0.00251,106743.50000
2015-06-04,568.01000,573.50000,567.89000,568.99000,113850.00000,0.00190,9.69310,529.34720,556.30900,0.73517,583.27080,561.61659,,560.68367,57.52832,0.00192,-0.00695,108930.50000
2015-06-05,568.63000,579.01000,568.37000,578.07000,147670.00000,0.01600,10.24457,528.93094,557.48700,0.86040,586.04306,563.18358,,561.36549,63.38861,0.01596,0.01494,112666.50000
2015-06-08,580.74000,585.51000,579.45000,579.83000,193170.00000,0.00300,10.73901,528.88512,558.89500,0.84880,588.90488,564.76895,,562.08959,64.41359,0.00304,0.00844,116908.00000
2015-06-09,578.68000,582.13000,573.73000,574.47000,162010.00000,-0.00920,10.69543,530.42951,560.39800,0.73478,590.36649,565.69286,,562.57510,58.99655,-0.00924,0.00729,121026.50000
2015-06-10,576.06000,576.62000,569.59000,574.10000,133530.00000,-0.00060,10.46163,532.56680,561.96200,0.70646,591.35720,566.49354,,563.02705,58.63000,-0.00064,0.01092,123731.50000
2015-06-11,577.32000,582.68000,575.25000,581.05000,166700.00000,0.01210,10.37944,534.56881,563.83000,0.79425,593.09119,567.87987,,563.73383,63.24890,0.01211,0.02120,128666.50000
2015-06-12,582.54000,585.01000,578.80000,582.73000,163050.00000,0.00290,9.78999,538.38420,566.09450,0.80017,593.80480,569.29417,,564.47878,64.28688,0.00289,0.00806,133071.50000
2015-06-15,583.51000,586.67000,581.35000,586.48000,154920.00000,0.00640,8.18302,545.69151,568.97100,0.87606,592.25049,570.93092,,565.34157,66.55740,0.00644,0.01147,135549.00000
2015-06-16,587.76000,589.33000,580.35000,580.35000,162620.00000,-0.01050,6.47719,552.65034,571.14750,0.74875,589.64466,571.82797,,565.93014,59.85803,-0.01045,0.01024,138990.50000
2015-06-17,578.53000,584.04000,575.88000,578.87000,131420.00000,-0.00260,5.60172,556.54867,572.58600,0.69592,588.62333,572.49864,,566.43759,58.33142,-0.00255,0.00831,139138.50000
2015-06-18,578.73000,583.02000,578.47000,580.35000,98180.00000,0.00260,4.69203,560.50996,573.97550,0.73670,587.44104,573.24639,,566.98317,59.44528,0.00256,-0.00120,138438.00000
2015-06-19,584.08000,588.48000,582.47000,584.70000,201250.00000,0.00750,4.52799,562.09884,575.11950,0.86790,588.14016,574.33721,,567.67795,62.60902,0.00750,0.00338,142520.50000
2015-06-22,588.33000,594.08000,588.01000,594.08000,154760.00000,0.01600,4.93409,562.44671,576.67350,1.11175,590.90029,576.21748,,568.71332,68.34379,0.01604,0.01296,144848.50000
2015-06-23,592.44000,595.11000,590.76000,593.07000,130760.00000,-0.00170,5.26538,562.75093,577.96700,0.99628,593.18307,577.82248,,569.66849,67.14954,-0.00170,0.02192,144228.50000
2015-06-24,592.19000,594.01000,589.02000,590.02000,128940.00000,-0.00510,5.22193,564.02275,579.14400,0.85963,594.26525,578.98415,,570.46659,63.53878,-0.00514,0.01926,144923.50000
2015-06-25,589.29000,590.37000,585.34000,587.99000,114600.00000,-0.00340,5.28057,564.58413,579.89500,0.76435,595.20587,579.84185,,571.15378,61.18074,-0.00344,0.01316,143063.50000
2015-06-26,586.04000,592.59000,581.75000,581.75000,152470.00000,-0.01060,5.01951,565.93527,580.50450,0.54274,595.07373,580.02358,,571.56932,54.48687,-0.01061,-0.00505,143888.00000
2015-06-29,580.16000,591.75000,579.61000,591.75000,121740.00000,0.01720,5.20202,566.22220,581.34300,0.84413,596.46380,581.14038,,572.36072,61.71592,0.01719,-0.00392,144050.00000
2015-06-30,588.77000,598.98000,588.77000,593.05000,156140.00000,0.00220,5.16790,567.42899,582.48000,0.85114,597.53101,582.27463,,573.17206,62.54871,0.00220,-0.00003,145662.50000
2015-07-01,594.52000,594.52000,587.33000,591.50000,133320.00000,-0.00260,4.78162,569.70579,583.66000,0.78092,597.61421,583.15323,,573.89080,60.84911,-0.00261,0.00251,146055.00000
2015-07-02,591.50000,605.70000,590.52000,605.70000,136670.00000,0.02400,5.24044,570.15424,585.49550,1.15850,600.83676,585.30055,,575.13822,69.12595,0.02401,0.03012,147196.00000
2015-07-03,608.82000,617.96000,608.82000,616.43000,164550.00000,0.01770,6.81802,567.38851,587.41350,1.22451,607.43849,588.26526,,576.75751,73.65776,0.01772,0.05961,148040.00000
2015-07-06,618.75000,625.34000,618.65000,625.22000,179750.00000,0.01430,8.67867,564.09468,589.68300,1.19440,615.27132,591.78475,,578.65800,76.67786,0.01426,0.05656,147369.00000
2015-07-07,623.89000,633.73000,620.59000,630.27000,175370.00000,0.00810,10.16523,562.35988,592.47300,1.12758,622.58612,595.45002,,580.68200,78.22261,0.00808,0.06276,148037.00000
2015-07-08,630.40000,634.13000,617.29000,623.17000,191330.00000,-0.01130,10.65030,563.24577,594.92650,0.94575,626.60723,598.09001,,582.34819,71.09293,-0.01127,0.05354,150927.00000
2015-07-09,616.20000,626.38000,613.34000,622.10000,148190.00000,-0.00170,11.09107,563.87332,596.97900,0.87941,630.08468,600.37668,,583.90709,70.05660,-0.00172,0.02708,150001.50000
2015-07-10,627.56000,630.79000,624.70000,627.28000,216870.00000,0.00830,11.65425,564.28999,599.20650,0.90201,634.12301,602.93890,,585.60799,72.17151,0.00833,0.01760,152692.50000
2015-07-13,631.56000,637.07000,627.69000,634.06000,140490.00000,0.01080,12.47075,564.07438,601.58550,0.93286,639.09662,605.90282,,587.50807,74.69119,0.01081,0.01414,151971.00000
2015-07-14,635.55000,640.43000,628.43000,638.69000,155030.00000,0.00730,13.06004,565.02835,604.50250,0.93304,643.97665,609.02540,,589.51520,76.27123,0.00730,0.01336,151591.50000
2015-07-15,640.43000,641.06000,630.89000,630.89000,141790.00000,-0.01220,12.92370,567.87338,607.10350,0.80317,646.33362,611.10775,,591.13774,68.51132,-0.01221,0.01239,152110.00000
2015-07-16,627.32000,632.21000,622.57000,626.90000,132740.00000,-0.00630,12.50757,571.31848,609.43100,0.72918,647.54352,612.61177,,592.54018,64.87520,-0.00632,0.00772,153838.00000
2015-07-17,628.45000,631.67000,626.21000,628.63000,106880.00000,0.00280,12.16788,574.41646,611.62750,0.72846,648.83854,614.13732,,593.95547,65.72461,0.00276,0.00215,149119.50000
2015-07-20,624.84000,624.84000,616.11000,620.54000,120580.00000,-0.01290,11.90833,576.45442,612.95050,0.60398,649.44658,614.74710,,594.99800,58.58938,-0.01287,-0.02132,147410.50000
2015-07-21,619.90000,624.47000,613.83000,616.61000,100720.00000,-0.00630,11.51425,578.77140,614.12750,0.53511,649.48360,614.92452,,595.84553,55.44064,-0.00633,-0.03457,145908.50000
2015-07-22,614.56000,629.94000,613.58000,629.85000,120810.00000,0.02150,11.09109,581.95184,616.11900,0.70094,650.28616,616.34599,,597.17904,62.71132,0.02147,-0.00165,145502.00000
2015-07-23,632.07000,637.91000,631.43000,632.01000,120930.00000,0.00340,10.43255,586.06673,618.32000,0.71223,650.57327,617.83780,,598.54496,63.75050,0.00343,0.00815,145818.50000
2015-07-24,633.27000,634.61000,627.99000,631.26000,111650.00000,-0.00120,9.00789,592.83523,620.79550,0.68713,648.75577,619.11611,,599.82790,63.09301,-0.00119,0.00418,143777.50000
2015-07-27,629.68000,636.84000,629.42000,635.46000,123980.00000,0.00670,8.10231,597.74308,622.98100,0.74723,648.21892,620.67267,,601.22524,65.25413,0.00665,0.02404,143889.50000
2015-07-28,636.58000,639.54000,631.47000,631.47000,155010.00000,-0.00630,6.84512,603.51436,624.90200,0.65355,646.28964,621.70098,,602.41131,61.56590,-0.00628,0.02410,143833.00000
2015-07-29,632.00000,634.64000,624.70000,624.70000,114160.00000,-0.01070,4.76968,611.61950,626.56200,0.43769,641.50450,621.98660,,603.28537,55.80268,-0.01072,-0.00818,142875.00000
2015-07-30,625.46000,627.11000,622.43000,626.57000,102580.00000,0.00300,3.65957,616.12168,627.60550,0.45491,639.08932,622.42312,,604.19850,57.00006,0.00299,-0.00861,141170.50000
2015-07-31,628.31000,629.97000,621.06000,621.06000,112600.00000,-0.00880,3.41988,617.10135,627.83700,0.18437,638.57265,622.29330,,604.85973,52.48786,-0.00879,-0.01616,138573.00000
2015-08-03,617.12000,617.12000,605.63000,609.47000,129800.00000,-0.01870,4.26580,613.67515,627.04950,-0.15721,640.42385,621.07203,,605.04053,44.50688,-0.01866,-0.04090,136075.50000
2015-08-04,607.95000,609.91000,600.76000,600.76000,83580.00000,-0.01430,5.59548,608.07206,625.57400,-0.20889,643.07594,619.13755,,604.87266,39.63002,-0.01429,-0.04863,131486.00000
2015-08-05,600.68000,608.21000,600.68000,607.08000,108570.00000,0.01050,6.16573,605.50869,624.76950,0.04079,644.03031,617.98921,,604.95923,44.39146,0.01052,-0.02821,127348.00000
2015-08-06,607.84000,609.31000,600.85000,601.04000,110440.00000,-0.00990,7.00869,601.85932,623.71650,-0.01874,645.57368,616.37500,,604.80553,41.05853,-0.00995,-0.04075,125460.50000
2015-08-07,601.57000,604.04000,597.75000,603.76000,87760.00000,0.00450,7.52963,599.10299,622.54050,0.09935,645.97801,615.17357,,604.76453,43.12930,0.00453,-0.02786,119005.00000
2015-08-10,603.82000,614.53000,603.82000,614.53000,90730.00000,0.01780,7.42022,598.50328,621.56400,0.34749,644.62472,615.11228,,605.14749,50.53907,0.01784,0.00830,116517.00000
2015-08-11,615.17000,619.69000,611.17000,613.05000,119700.00000,-0.00240,7.07197,598.34892,620.28200,0.33513,642.21508,614.91587,,605.45739,49.58302,-0.00241,0.02046,114750.50000
2015-08-12,609.33000,611.46000,602.01000,604.24000,112170.00000,-0.01440,7.24644,596.52360,618.94950,0.17204,641.37540,613.89912,,605.40965,44.22044,-0.01437,-0.00468,113269.50000
2015-08-13,603.31000,603.31000,590.44000,594.26000,126470.00000,-0.01650,7.94609,592.79119,617.31750,0.02994,641.84381,612.02873,,604.97241,39.06602,-0.01652,-0.01128,112956.00000
2015-08-14,592.80000,598.55000,585.97000,589.03000,90670.00000,-0.00880,8.72315,588.49909,615.33750,0.00989,642.17591,609.83838,,604.34722,36.65476,-0.00880,-0.02440,112145.50000
