Date,Price
2/5/2016,"22,236.00"
2/4/2016,"22,288.00"
2/3/2016,"22,219.00"
2/2/2016,"22,263.00"
2/1/2016,"22,236.00"
1/29/2016,"22,198.00"
1/28/2016,"22,171.00"
1/27/2016,"22,268.00"
1/26/2016,"22,303.00"
1/25/2016,"22,314.00"
1/22/2016,"22,392.00"
1/21/2016,"22,336.00"
1/20/2016,"22,396.00"
1/19/2016,"22,392.00"
1/18/2016,"22,365.00"
1/15/2016,"22,415.00"
1/14/2016,"22,436.00"
1/13/2016,"22,393.00"
1/12/2016,"22,428.00"
1/11/2016,"22,418.00"
1/8/2016,"22,426.00"
1/7/2016,"22,428.00"
1/6/2016,"22,465.00"
1/5/2016,"22,458.00"
1/4/2016,"22,424.00"
1/1/2016,"22,480.00"
12/31/2015,"22,480.00"
12/30/2015,"22,406.00"
12/29/2015,"22,470.00"
12/28/2015,"22,517.00"
12/25/2015,"22,540.00"
12/24/2015,"22,517.00"
12/23/2015,"22,517.00"
12/22/2015,"22,546.00"
12/21/2015,"22,545.00"
12/18/2015,"22,496.00"
12/17/2015,"22,499.00"
12/16/2015,"22,517.00"
12/15/2015,"22,530.00"
12/14/2015,"22,500.00"
12/11/2015,"22,490.00"
12/10/2015,"22,470.00"
12/9/2015,"22,470.00"
12/8/2015,"22,460.00"
12/7/2015,"22,475.00"
12/4/2015,"22,470.00"
12/3/2015,"22,480.00"
12/2/2015,"22,495.00"
12/1/2015,"22,488.00"
11/30/2015,"22,468.00"
11/27/2015,"22,475.00"
11/26/2015,"22,480.00"
11/25/2015,"22,468.00"
11/24/2015,"22,468.00"
11/23/2015,"22,485.00"
11/20/2015,"22,465.00"
11/19/2015,"22,470.00"
11/18/2015,"22,430.00"
11/17/2015,"22,470.00"
11/16/2015,"22,430.00"
11/13/2015,"22,415.00"
11/12/2015,"22,395.00"
11/11/2015,"22,380.00"
11/10/2015,"22,390.00"
11/9/2015,"22,420.00"
11/6/2015,"22,356.00"
11/5/2015,"22,313.00"
11/4/2015,"22,312.00"
11/3/2015,"22,316.00"
11/2/2015,"22,298.00"
10/30/2015,"22,309.00"
10/29/2015,"22,313.00"
10/28/2015,"22,304.00"
10/27/2015,"22,306.00"
10/26/2015,"22,298.00"
10/23/2015,"22,384.00"
10/22/2015,"22,276.00"
10/21/2015,"22,384.00"
10/20/2015,"22,382.00"
10/19/2015,"22,386.00"
10/16/2015,"22,236.00"
10/15/2015,"22,384.00"
10/14/2015,"22,390.00"
10/13/2015,"22,384.00"
10/12/2015,"22,330.00"
10/9/2015,"22,193.00"
10/8/2015,"22,174.00"
10/7/2015,"22,467.00"
10/6/2015,"22,469.00"
10/5/2015,"22,476.00"
10/2/2015,"22,470.00"
10/1/2015,"22,471.00"
9/30/2015,"22,471.00"
9/29/2015,"22,464.00"
9/28/2015,"22,473.00"
9/25/2015,"22,471.00"
9/24/2015,"22,483.00"
9/23/2015,"22,478.00"
9/22/2015,"22,473.00"
9/21/2015,"22,458.00"
9/18/2015,"22,458.00"
9/17/2015,"22,493.00"
9/16/2015,"22,478.00"
9/15/2015,"22,503.00"
9/14/2015,"22,419.00"
9/11/2015,"22,530.00"
9/10/2015,"22,530.00"
9/9/2015,"22,470.00"
9/8/2015,"22,532.00"
9/7/2015,"22,467.00"
9/4/2015,"22,470.00"
9/3/2015,"22,460.00"
9/2/2015,"22,475.00"
9/1/2015,"22,475.00"
8/31/2015,"22,480.00"
8/28/2015,"22,460.00"
8/27/2015,"22,534.00"
8/26/2015,"22,534.00"
8/25/2015,"22,536.00"
8/24/2015,"22,536.00"
8/21/2015,"22,488.00"
8/20/2015,"22,363.00"
8/19/2015,"22,364.00"
8/18/2015,"22,085.00"
8/17/2015,"22,090.00"
8/14/2015,"22,096.00"
8/13/2015,"22,082.00"
8/12/2015,"22,018.00"
8/11/2015,"21,819.00"
8/10/2015,"21,812.00"
8/7/2015,"21,806.00"
8/6/2015,"21,803.00"
8/5/2015,"21,812.00"
8/4/2015,"21,809.00"
8/3/2015,"21,807.00"
7/31/2015,"21,813.00"
7/30/2015,"21,811.00"
7/29/2015,"21,815.00"
7/28/2015,"21,813.00"
7/27/2015,"21,814.00"
7/24/2015,"21,808.00"
7/23/2015,"21,808.00"
7/22/2015,"21,814.00"
7/21/2015,"21,811.00"
7/20/2015,"21,816.00"
7/17/2015,"21,809.00"
7/16/2015,"21,809.00"
7/15/2015,"21,807.00"
7/14/2015,"21,807.00"
7/13/2015,"21,807.00"
7/10/2015,"21,783.00"
7/9/2015,"21,807.00"
7/8/2015,"21,813.00"
7/7/2015,"21,790.00"
7/6/2015,"21,796.00"
7/3/2015,"21,780.00"
7/2/2015,"21,780.00"
7/1/2015,"21,780.00"
6/30/2015,"21,802.00"
6/29/2015,"21,813.00"
6/26/2015,"21,810.00"
6/25/2015,"21,818.00"
6/24/2015,"21,772.00"
6/23/2015,"21,778.00"
6/22/2015,"21,780.00"
6/19/2015,"21,780.00"
6/18/2015,"21,785.00"
6/17/2015,"21,765.00"
6/16/2015,"21,775.00"
6/15/2015,"21,775.00"
6/12/2015,"21,760.00"
6/11/2015,"21,750.00"
6/10/2015,"21,775.00"
6/9/2015,"21,780.00"
6/8/2015,"21,790.00"
6/5/2015,"21,785.00"
6/4/2015,"21,790.00"
6/3/2015,"21,790.00"
6/2/2015,"21,790.00"
6/1/2015,"21,790.00"
5/29/2015,"21,785.00"
5/28/2015,"21,785.00"
5/27/2015,"21,780.00"
5/26/2015,"21,795.00"
5/25/2015,"21,830.00"
5/22/2015,"21,770.00"
5/21/2015,"21,785.00"
5/20/2015,"21,790.00"
5/19/2015,"21,780.00"
5/18/2015,"21,765.00"
5/15/2015,"21,735.00"
5/14/2015,"21,775.00"
5/13/2015,"21,705.00"
5/12/2015,"21,680.00"
5/11/2015,"21,680.00"
5/8/2015,"21,650.00"
5/7/2015,"21,645.00"
5/6/2015,"21,620.00"
5/5/2015,"21,620.00"
5/4/2015,"21,600.00"
5/1/2015,"21,550.00"
4/30/2015,"21,550.00"
4/29/2015,"21,550.00"
4/28/2015,"21,550.00"
4/27/2015,"21,550.00"
4/24/2015,"21,565.00"
4/23/2015,"21,560.00"
4/22/2015,"21,584.00"
4/21/2015,"21,555.00"
4/20/2015,"21,555.00"
4/17/2015,"21,560.00"
4/16/2015,"21,602.00"
4/15/2015,"21,580.00"
4/14/2015,"21,575.00"
4/13/2015,"21,580.00"
4/10/2015,"21,580.00"
4/9/2015,"21,580.00"
4/8/2015,"21,580.00"
4/7/2015,"21,575.00"
4/6/2015,"21,565.00"
4/3/2015,"21,565.00"
4/2/2015,"21,560.00"
4/1/2015,"21,530.00"
3/31/2015,"21,520.00"
3/30/2015,"21,515.00"
3/27/2015,"21,500.00"
3/26/2015,"21,485.00"
3/25/2015,"21,475.00"
3/24/2015,"21,500.00"
3/23/2015,"21,490.00"
3/20/2015,"21,465.00"
3/19/2015,"21,455.00"
3/18/2015,"21,475.00"
3/17/2015,"21,450.00"
3/16/2015,"21,450.00"
3/13/2015,"21,360.00"
3/12/2015,"21,335.00"
3/11/2015,"21,325.00"
3/10/2015,"21,320.00"
3/9/2015,"21,325.00"
3/6/2015,"21,320.00"
3/5/2015,"21,350.00"
3/4/2015,"21,335.00"
3/3/2015,"21,320.00"
3/2/2015,"21,320.00"
2/27/2015,"21,320.00"
2/26/2015,"21,335.00"
2/25/2015,"21,335.00"
2/24/2015,"21,290.00"
2/23/2015,"21,300.00"
2/20/2015,"21,300.00"
2/19/2015,"21,300.00"
2/18/2015,"21,300.00"
2/17/2015,"21,300.00"
2/16/2015,"21,300.00"
2/13/2015,"21,300.00"
2/12/2015,"21,237.50"
2/11/2015,"21,268.00"
2/10/2015,"21,115.00"
2/9/2015,"21,307.50"
2/6/2015,"21,232.00"
2/5/2015,"21,234.00"
2/4/2015,"21,358.00"
2/3/2015,"21,185.00"
2/2/2015,"21,204.00"
1/30/2015,"21,267.00"
1/29/2015,"21,230.00"
1/28/2015,"21,320.00"
1/27/2015,"21,320.00"
1/26/2015,"21,320.00"
1/23/2015,"21,320.00"
1/22/2015,"21,330.00"
1/21/2015,"21,350.00"
1/20/2015,"21,330.00"
1/19/2015,"21,330.00"
1/16/2015,"21,315.00"
1/15/2015,"21,320.00"
1/14/2015,"21,310.00"
1/13/2015,"21,315.00"
1/12/2015,"21,315.00"
1/9/2015,"21,340.00"
1/8/2015,"21,360.00"
1/7/2015,"21,420.00"
1/6/2015,"21,420.00"
1/5/2015,"21,370.00"
1/2/2015,"21,370.00"
1/1/2015,"21,370.00"
