Date,Open,High,Low,Price,Vol,Change,BBL_200_2,BBM_200_2,BBU_200_2,EMA_100,EMA_200,EMA_50,Price_EMA50_Ratio,RSI_14,Return_20,Return_60,V_Roll_MEAN_20,V_Roll_MEAN_60
2015-01-23,232.70000,237.00000,224.80000,232.20000,38170.00000,-0.00230,,,,,,,,43.63625,-0.19122,,51675.00000,48192.17391
2015-01-24,232.20000,248.90000,229.60000,248.20000,33240.00000,0.06890,,,,,,,,49.30977,-0.06233,,48898.50000,47569.16667
2015-01-25,248.20000,256.40000,241.40000,252.10000,50190.00000,0.01580,,,,,,,,50.61467,-0.08261,,48658.50000,47674.00000
2015-01-26,252.10000,310.90000,251.50000,269.20000,105710.00000,0.06780,,,,,,,,55.96708,-0.04640,,52847.00000,49906.15385
2015-01-27,269.20000,276.90000,247.30000,263.30000,50260.00000,-0.02200,,,,,,,,53.80049,-0.09612,,53826.50000,49919.25926
2015-01-28,263.30000,267.70000,228.10000,236.20000,63770.00000,-0.10290,,,,,,,,45.15393,-0.16449,,56006.00000,50413.92857
2015-01-29,236.20000,241.50000,220.40000,234.00000,54490.00000,-0.00920,,,,,,,,44.52828,-0.18750,,57684.00000,50554.48276
2015-01-30,234.00000,244.80000,227.20000,231.80000,48230.00000,-0.00920,,,,,,,,43.87361,-0.15216,,59359.00000,50477.00000
2015-01-31,231.80000,235.40000,216.50000,218.50000,42150.00000,-0.05750,,,,,,,,40.04091,-0.17485,,60711.00000,50208.38710
2015-02-01,218.50000,231.40000,209.70000,225.30000,41160.00000,0.03100,,,,,,,,42.79258,-0.16339,,61499.50000,49925.62500
2015-02-02,225.30000,242.50000,220.50000,238.90000,39020.00000,0.06020,,,,,,,,47.93860,0.07953,,58675.50000,49595.15152
2015-02-03,238.90000,247.50000,223.90000,227.40000,63080.00000,-0.04790,,,,,,,,44.30903,0.37902,,53295.50000,49991.76471
2015-02-04,227.40000,230.70000,220.20000,226.60000,55240.00000,-0.00360,,,,,,,,44.05912,0.08008,,49824.00000,50141.71429
2015-02-05,226.60000,229.90000,214.40000,216.50000,40640.00000,-0.04440,,,,,,,,40.92112,0.04640,,48740.00000,49877.77778
