Date,Open,High,Low,Price,Vol,Change,BBB_20_2,BBL_20_2,BBM_20_2,BBP_20_2,BBU_20_2,EMA_20,EMA_200,EMA_50,RSI_14,Return_1,Return_5,V_Roll_MEAN_20
2018-06-21,6765.80000,6797.50000,6695.10000,6728.00000,99290.00000,-0.00550,28.95587,6009.16507,7026.45000,0.35331,8043.73493,6965.08957,8344.34456,7532.83208,40.53436,-0.00553,0.03415,143852.50000
2018-06-22,6728.20000,6739.70000,5955.00000,6055.70000,278220.00000,-0.09990,30.48339,5888.07880,6946.90500,0.07915,8005.73120,6878.48104,8321.57198,7474.90533,30.70290,-0.09993,-0.06263,151704.50000
2018-06-23,6055.20000,6259.00000,6032.80000,6167.30000,142900.00000,0.01840,30.48056,5821.97986,6868.80500,0.16494,7915.63014,6810.74951,8300.13643,7423.62669,33.58269,0.01843,-0.08222,153015.50000
2018-06-24,6167.90000,6248.30000,5785.30000,6154.60000,240600.00000,-0.00210,30.82553,5753.04859,6801.32000,0.19153,7849.59141,6748.25908,8278.78781,7373.86094,33.41252,-0.00206,-0.08853,157995.00000
2018-06-25,6155.10000,6331.20000,6101.70000,6256.60000,210690.00000,0.01660,29.72820,5731.83844,6732.57500,0.26219,7733.31156,6701.43441,8258.66654,7330.04678,36.20835,0.01657,-0.07521,161268.00000
2018-06-26,6256.90000,6267.70000,6060.00000,6082.10000,176660.00000,-0.02790,28.33785,5710.88223,6653.63000,0.19688,7596.37777,6642.45018,8237.00916,7281.10769,33.60851,-0.02789,-0.09600,163568.00000
2018-06-27,6081.10000,6187.30000,6025.40000,6154.90000,133420.00000,0.01200,25.38314,5741.82574,6576.48500,0.24745,7411.14426,6596.01683,8216.29166,7236.94268,35.68334,0.01197,0.01638,164039.00000
2018-06-28,6154.90000,6178.40000,5854.00000,5883.50000,156050.00000,-0.04410,22.72687,5752.11871,6489.55500,0.08908,7226.99129,6528.15808,8193.07980,7183.86650,31.70533,-0.04409,-0.04602,166197.50000
2018-06-29,5883.20000,6284.90000,5818.50000,6213.30000,206960.00000,0.05610,17.92341,5848.69150,6424.43000,0.31664,7000.16850,6498.17160,8173.38050,7145.80507,40.40032,0.05606,0.00954,171667.50000
2018-06-30,6213.40000,6498.50000,6204.00000,6398.90000,189330.00000,0.02990,17.26007,5852.81260,6405.62000,0.49392,6958.42740,6488.71716,8155.72398,7116.51467,44.66963,0.02987,0.02274,167349.50000
2018-07-01,6398.50000,6445.10000,6284.70000,6366.80000,128510.00000,-0.00500,15.89487,5872.64528,6379.66500,0.48731,6886.68472,6477.10600,8137.92374,7087.11410,44.08149,-0.00502,0.04681,165031.00000
2018-07-02,6349.10000,6680.00000,6275.00000,6619.50000,179920.00000,0.03970,16.04380,5870.71375,6382.73000,0.73121,6894.74625,6490.66734,8122.81504,7068.77629,49.69652,0.03969,0.07548,165114.00000
2018-07-03,6618.60000,6676.60000,6513.50000,6513.50000,150190.00000,-0.01600,16.08025,5878.80177,6392.79000,0.61742,6906.77823,6492.84188,8106.80196,7047.00075,47.54006,-0.01601,0.10708,160749.50000
2018-07-04,6513.80000,6774.50000,6442.30000,6598.40000,143040.00000,0.01300,15.94868,5880.76638,6390.35500,0.70413,6899.94362,6502.89503,8091.79298,7029.40856,49.43272,0.01303,0.06198,157824.50000
2018-07-05,6598.00000,6693.60000,6466.10000,6546.50000,166180.00000,-0.00790,16.07253,5883.07186,6397.16500,0.64524,6911.25814,6507.04788,8076.41694,7010.47097,48.28586,-0.00787,0.02307,158957.00000
2018-07-06,6546.50000,6638.20000,6458.30000,6617.70000,132690.00000,0.01090,16.27700,5881.67137,6402.76000,0.70624,6923.84863,6517.58618,8061.90234,6995.06819,49.99968,0.01088,0.03941,160152.00000
2018-07-07,6617.70000,6805.90000,6531.10000,6765.50000,114570.00000,0.02230,16.96143,5873.72616,6418.02000,0.81920,6962.31384,6541.19702,8049.00281,6986.06552,53.44848,0.02233,0.02206,161347.00000
2018-07-08,6765.40000,6784.00000,6694.30000,6714.80000,267600.00000,-0.00750,16.94494,5874.02652,6417.77000,0.77313,6961.51348,6557.73064,8035.72716,6975.42765,52.12041,-0.00749,0.03091,167942.00000
2018-07-09,6715.10000,6793.80000,6637.70000,6667.10000,289480.00000,-0.00710,16.66596,5879.06899,6413.50500,0.73725,6947.94101,6568.14677,8022.10898,6963.33637,50.84046,-0.00710,0.01041,176389.00000
2018-07-10,6668.40000,6686.80000,6291.50000,6307.20000,315270.00000,-0.05400,15.98905,5879.69725,6390.59500,0.41838,6901.49275,6543.29469,8005.04521,6937.60553,42.38329,-0.05398,-0.03655,186078.50000
2018-07-11,6307.20000,6409.70000,6296.60000,6389.10000,243820.00000,0.01300,15.27944,5886.72084,6373.65000,0.51586,6860.57916,6528.60949,7988.96615,6916.09551,44.64011,0.01299,-0.03454,193305.00000
2018-07-12,6389.10000,6389.40000,6088.80000,6250.60000,289240.00000,-0.02170,14.67997,5914.85475,6383.39500,0.35829,6851.93525,6502.13239,7971.66898,6889.99765,41.66776,-0.02168,-0.07611,193856.00000
2018-07-13,6250.80000,6333.80000,6144.50000,6230.20000,233220.00000,-0.00330,14.51532,5923.02654,6386.54000,0.33135,6850.05346,6476.23407,7954.34093,6864.12323,41.23227,-0.00326,-0.07217,198372.00000
2018-07-14,6229.50000,6313.50000,6192.50000,6254.80000,243710.00000,0.00400,14.25237,5936.07642,6391.55000,0.34988,6847.02358,6455.14511,7937.43007,6840.22820,42.01923,0.00395,-0.06184,198527.50000
2018-07-15,6254.80000,6399.60000,6238.50000,6362.90000,180670.00000,0.01730,14.11673,5945.35083,6396.86500,0.46239,6848.37917,6446.35986,7921.76311,6821.50945,45.47453,0.01728,0.00883,197026.50000
2018-07-16,6362.80000,6749.20000,6344.10000,6729.90000,312120.00000,0.05770,13.98245,5979.77123,6429.25500,0.83443,6878.73877,6473.36368,7909.90377,6817.91692,55.22938,0.05768,0.05334,203799.50000
2018-07-17,6729.80000,7453.20000,6666.00000,7322.00000,337750.00000,0.08800,17.78321,5910.75731,6487.61000,1.22323,7064.46269,6554.18619,7904.05399,6837.68489,65.84582,0.08798,0.17141,214016.00000
2018-07-18,7321.60000,7581.20000,7249.30000,7383.60000,333320.00000,0.00840,19.22204,5931.88061,6562.61500,1.15082,7193.34939,6633.17798,7898.87534,6859.09332,66.72973,0.00841,0.18513,222879.50000
2018-07-19,7383.90000,7558.40000,7288.80000,7477.50000,247250.00000,0.01270,21.86777,5901.36481,6625.82500,1.08780,7350.28519,6713.58960,7894.68255,6883.34456,68.08562,0.01272,0.19548,224894.00000
2018-07-20,7477.60000,7683.60000,7292.00000,7339.40000,258850.00000,-0.01850,23.36171,5893.40402,6672.85000,0.92758,7452.29598,6773.19059,7889.15735,6901.22909,63.95733,-0.01847,0.15347,228370.00000
2018-07-21,7339.30000,7460.80000,7223.50000,7408.70000,160770.00000,0.00950,24.63655,5896.54763,6724.94500,0.91270,7553.34237,6833.71530,7884.37668,6921.12991,65.10087,0.00944,0.10086,229983.00000
2018-07-22,7409.00000,7575.30000,7343.70000,7412.30000,204160.00000,0.00050,25.98129,5885.82193,6764.58500,0.86854,7643.34807,6888.81860,7879.67940,6940.39148,65.16271,0.00049,0.01233,231195.00000
2018-07-23,7412.40000,7809.60000,7379.20000,7723.00000,272150.00000,0.04190,28.23976,5861.36982,6825.06000,0.96589,7788.75018,6968.26445,7878.12040,6971.08201,70.08857,0.04192,0.04597,237293.00000
2018-07-24,7723.10000,8479.80000,7701.90000,8407.00000,345320.00000,0.08860,34.05047,5738.11143,6915.49000,1.13340,8092.86857,7105.28688,7883.38288,7027.39252,77.59821,0.08857,0.12431,247407.00000
2018-07-25,8404.90000,8484.60000,8062.10000,8173.70000,269230.00000,-0.02780,36.70751,5712.66533,6996.85000,0.95821,8281.03467,7207.04051,7886.27161,7072.34576,71.04631,-0.02775,0.11367,252559.50000
2018-07-26,8173.90000,8304.30000,7861.00000,7937.00000,235450.00000,-0.02900,37.77737,5728.74222,7062.81500,0.82764,8396.88778,7276.56046,7886.77637,7106.25377,65.04562,-0.02896,0.07131,257697.50000
2018-07-27,7936.90000,8273.80000,7808.30000,8187.40000,243220.00000,0.03150,39.59598,5721.53921,7133.91000,0.87295,8546.28079,7363.30709,7889.76765,7148.65166,68.11382,0.03155,0.10457,264130.00000
2018-07-28,8186.80000,8234.10000,8077.40000,8234.10000,147140.00000,0.00570,40.94465,5733.84604,7209.87500,0.84695,8685.90396,7446.23975,7893.19384,7191.21826,68.66623,0.00570,0.06618,258107.00000
2018-07-29,8231.50000,8275.40000,8113.30000,8215.60000,155240.00000,-0.00220,41.60484,5771.36511,7287.30000,0.80618,8803.23489,7519.51215,7896.40187,7231.39009,68.16244,-0.00225,-0.02277,251395.00000
2018-07-30,8214.70000,8262.00000,7874.40000,8177.10000,242210.00000,-0.00470,40.45883,5887.70327,7380.79500,0.76666,8873.88673,7582.13957,7899.19488,7268.47676,67.05980,-0.00469,0.00042,247742.00000
2018-07-31,8176.40000,8176.50000,7649.80000,7729.40000,266940.00000,-0.05480,38.34485,6019.88417,7447.81000,0.59860,8875.73583,7596.16437,7897.50538,7286.55218,55.76314,-0.05475,-0.02616,248898.00000
2018-08-01,7728.50000,7753.20000,7449.20000,7606.40000,237690.00000,-0.01590,35.09222,6196.90442,7515.60000,0.53443,8834.29558,7597.13919,7894.60881,7299.09523,53.11578,-0.01591,-0.07096,246320.50000
2018-08-02,7606.40000,7701.40000,7470.60000,7535.60000,216340.00000,-0.00930,31.12145,6401.23162,7580.87000,0.48081,8760.50838,7591.27832,7891.03658,7308.36993,51.59731,-0.00931,-0.08483,245476.50000
2018-08-03,7535.60000,7535.60000,7293.50000,7419.00000,226460.00000,-0.01550,26.59085,6623.43186,7639.08000,0.39166,8654.72814,7574.87086,7886.33970,7312.70836,49.10742,-0.01547,-0.09696,244614.00000
2018-08-04,7418.90000,7484.20000,6949.70000,7014.30000,222570.00000,-0.05460,23.01911,6788.67726,7671.65000,0.12776,8554.62274,7521.48316,7877.66269,7301.00607,41.60329,-0.05455,-0.14220,246709.00000
2018-08-05,7014.00000,7087.60000,6887.90000,7027.10000,177640.00000,0.00180,21.52669,6859.18424,7686.51000,0.10148,8513.83576,7474.39905,7869.19938,7290.26466,41.90567,0.00182,-0.09086,239985.00000
2018-08-06,7027.80000,7143.60000,6852.50000,6943.60000,168870.00000,-0.01190,22.84152,6791.89280,7667.59000,0.08662,8543.28720,7423.84676,7859.98943,7276.66996,40.43479,-0.01188,-0.08714,231541.00000
2018-08-07,6943.60000,7149.70000,6689.90000,6724.90000,232480.00000,-0.03150,25.18270,6673.34883,7634.65500,0.02681,8595.96117,7357.28040,7848.69501,7255.03193,36.79224,-0.03150,-0.10758,226499.00000
2018-08-08,6725.20000,6725.20000,6138.80000,6283.60000,311540.00000,-0.06560,29.75426,6448.02346,7574.96000,-0.07295,8701.89654,7255.02512,7833.12193,7216.93656,30.76895,-0.06562,-0.15304,229713.50000
2018-08-09,6283.70000,6620.20000,6197.00000,6538.80000,237660.00000,0.04060,32.15112,6323.64796,7534.93000,0.08881,8746.21204,7186.81321,7820.24310,7190.34297,37.17434,0.04061,-0.06779,228654.00000
2018-08-10,6539.50000,6570.20000,6043.40000,6152.30000,298820.00000,-0.05910,36.21424,6119.12622,7472.11000,0.01226,8825.09378,7088.28814,7803.64665,7149.63540,32.30015,-0.05911,-0.12449,235556.50000
2018-08-11,6152.80000,6469.60000,6009.80000,6231.60000,247340.00000,0.01290,39.31664,5955.78912,7413.07500,0.09463,8870.36088,7006.69879,7788.00440,7113.63401,34.20628,0.01289,-0.10254,237715.50000
2018-08-12,6232.10000,6453.00000,6169.80000,6313.00000,216330.00000,0.01310,41.54748,5817.24768,7342.57500,0.16251,8867.90232,6940.63224,7773.32774,7082.23660,36.19225,0.01306,-0.06125,234924.50000
2018-08-13,6313.00000,6524.10000,6159.60000,6255.30000,234090.00000,-0.00910,41.83356,5721.66301,7234.99000,0.17631,8748.31699,6875.36250,7758.22298,7049.80771,35.37708,-0.00914,-0.00450,229363.00000
2018-08-14,6255.30000,6255.30000,5898.30000,6190.20000,3660000.00000,-0.01040,42.44033,5621.58325,7135.81500,0.18776,8650.04675,6810.10893,7742.62077,7016.09761,34.43472,-0.01041,-0.05331,398901.50000
2018-08-15,6190.20000,6592.80000,6177.90000,6256.90000,3740000.00000,0.01080,42.92615,5538.27464,7051.81000,0.23740,8565.34536,6757.42237,7727.83747,6986.32515,36.30678,0.01078,0.01700,574129.00000
2018-08-16,6256.90000,6470.90000,6249.80000,6306.70000,3500000.00000,0.00800,41.73985,5505.69243,6957.77500,0.27581,8409.85757,6714.49643,7713.69680,6959.67318,37.73623,0.00796,0.01205,736968.00000
2018-08-17,6306.70000,6581.70000,6291.80000,6581.70000,3200000.00000,0.04360,38.85183,5539.59335,6875.15500,0.39014,8210.71665,6701.84915,7702.43315,6944.85071,45.06771,0.04360,0.04256,889611.00000
2018-08-18,6581.80000,6626.40000,6295.50000,6379.10000,3150000.00000,-0.03080,35.37905,5583.39119,6783.33000,0.33156,7983.26881,6671.11113,7689.26566,6922.66440,41.21713,-0.03078,0.01979,1039349.00000
2018-08-19,6379.10000,6534.80000,6316.00000,6481.50000,2710000.00000,0.01610,30.46026,5678.35205,6698.55000,0.39362,7718.74795,6653.05293,7677.24809,6905.36384,43.82938,0.01605,0.04706,1162738.50000
2018-08-20,6474.20000,6516.40000,6255.90000,6268.10000,3100000.00000,-0.03290,27.73177,5706.80280,6625.48500,0.30549,7544.16720,6616.39075,7663.22672,6880.37310,39.85453,-0.03292,0.00179,1304391.50000
2018-08-21,6268.10000,6484.10000,6257.40000,6482.20000,1460000.00000,0.03410,24.41294,5767.39845,6569.27500,0.44571,7371.15155,6603.61068,7651.47521,6864.75847,45.22199,0.03416,0.02783,1365507.00000
2018-08-22,6482.20000,6840.80000,6304.80000,6359.60000,3630000.00000,-0.01890,20.63515,5838.75172,6510.47500,0.38770,7182.19828,6580.37156,7638.62073,6844.94833,42.86310,-0.01891,-0.03375,1536190.00000
2018-08-23,6359.90000,6550.20000,6359.20000,6521.20000,2760000.00000,0.02540,16.31232,5938.24149,6465.58500,0.55273,6992.92851,6574.73618,7627.50211,6832.25232,46.80212,0.02541,0.02228,1662867.00000
2018-08-24,6521.20000,6721.20000,6472.80000,6680.40000,3700000.00000,0.02440,14.74305,5973.50831,6448.89000,0.74350,6924.27169,6584.79940,7618.07821,6826.29733,50.42784,0.02441,0.03069,1836738.50000
2018-08-25,6680.60000,6783.40000,6655.30000,6734.80000,3590000.00000,0.00810,12.98893,6016.40312,6434.27500,0.85959,6852.14688,6599.08517,7609.28937,6822.70920,51.64073,0.00814,0.07446,2007356.50000
2018-08-26,6734.90000,6892.70000,6573.10000,6712.70000,3370000.00000,-0.00330,11.55542,6051.64313,6422.73000,0.89070,6793.81687,6609.90563,7600.36809,6818.39511,51.09381,-0.00328,0.03556,2167413.00000
2018-08-27,6712.70000,6902.90000,6650.40000,6897.60000,3260000.00000,0.02750,12.60302,6026.09204,6431.36500,1.07521,6836.63796,6637.30509,7593.37537,6821.50118,55.35418,0.02754,0.08460,2318789.00000
2018-08-28,6897.60000,7129.70000,6861.20000,7074.60000,3790000.00000,0.02570,15.02668,5984.73323,6470.91500,1.12084,6957.09677,6678.95223,7588.21342,6831.42663,59.03323,0.02566,0.08486,2492712.00000
2018-08-29,7074.60000,7121.40000,6926.70000,7029.10000,4110000.00000,-0.00640,16.73396,5951.95857,6495.43000,0.99098,7038.90143,6712.29963,7582.65011,6839.17853,57.71656,-0.00643,0.05220,2686329.00000
2018-08-30,7029.20000,7050.20000,6798.00000,6993.70000,3740000.00000,-0.00500,17.15346,5976.79632,6537.50000,0.90681,7098.20368,6739.09967,7576.78991,6845.23819,56.65775,-0.00504,0.03844,2858388.00000
2018-08-31,6993.70000,7080.20000,6698.00000,7033.80000,4210000.00000,0.00570,17.69057,5995.80149,6577.61000,0.89204,7159.41851,6767.16637,7571.38702,6852.63277,57.60648,0.00573,0.04783,3056521.00000
2018-09-01,7032.40000,7264.30000,7020.40000,7189.60000,3520000.00000,0.02210,18.90450,5995.56499,6621.44000,0.95389,7247.31501,6807.39814,7567.58815,6865.84717,61.16344,0.02215,0.04233,3221704.50000
2018-09-02,7189.60000,7334.80000,7117.30000,7293.90000,3900000.00000,0.01450,19.98254,6006.61560,6673.37000,0.96534,7340.12440,6853.73165,7564.86488,6882.63356,63.37866,0.01451,0.03100,3405000.00000
2018-09-03,7289.80000,7330.70000,7182.80000,7264.20000,3870000.00000,-0.00410,20.07978,6051.67972,6727.07000,0.89764,7402.46028,6892.82388,7561.87319,6897.59695,62.28912,-0.00407,0.03345,3415500.00000
2018-09-04,7264.20000,7409.90000,7234.50000,7377.50000,3920000.00000,0.01560,20.51266,6087.40290,6783.10000,0.92720,7478.79710,6938.98351,7560.03863,6916.41668,64.77676,0.01560,0.05488,3424500.00000
2018-09-05,7377.50000,7407.50000,6691.80000,6706.80000,4550000.00000,-0.09090,19.45998,6141.16346,6803.10500,0.42726,7465.04654,6916.87079,7551.54870,6908.19641,45.60017,-0.09091,-0.04649,3477000.00000
2018-09-06,6706.80000,6732.90000,6337.80000,6514.00000,4020000.00000,-0.02870,19.62163,6132.61200,6799.72000,0.28585,7466.82800,6878.50214,7541.22483,6892.73773,41.77192,-0.02875,-0.09397,3518000.00000
2018-09-07,6514.10000,6540.60000,6316.20000,6390.90000,3300000.00000,-0.01890,19.57670,6134.67180,6800.31000,0.19247,7465.94820,6832.06385,7529.77881,6873.05782,39.49220,-0.01890,-0.12380,3525500.00000
2018-09-08,6390.90000,6484.30000,6132.30000,6184.30000,3460000.00000,-0.03230,20.79505,6079.93130,6785.45000,0.07397,7490.96870,6770.37205,7516.39096,6846.04771,35.94644,-0.03233,-0.14866,3563000.00000
2018-09-09,6184.30000,6432.60000,6148.80000,6238.50000,2840000.00000,0.00880,20.93063,6074.00625,6783.97000,0.11585,7493.93375,6719.71757,7503.67563,6822.22231,37.53103,0.00876,-0.15439,3550000.00000
2018-09-10,6238.50000,6358.50000,6237.30000,6321.00000,3110000.00000,0.01320,21.45664,6048.96854,6775.91000,0.18711,7502.85146,6681.74447,7491.90771,6802.56653,39.96555,0.01322,-0.05752,3632500.00000
2018-09-11,6320.70000,6391.80000,6189.60000,6293.90000,3300000.00000,-0.00430,21.70462,6037.63885,6772.62500,0.17433,7507.61115,6644.80690,7479.98724,6782.61883,39.42206,-0.00429,-0.03379,3616000.00000
2018-09-12,6293.90000,6353.50000,6204.50000,6338.00000,3040000.00000,0.00700,22.22733,6011.79626,6763.46500,0.21699,7515.13374,6615.58719,7468.62418,6765.18279,40.83213,0.00701,-0.00828,3630000.00000
2018-09-13,6338.00000,6867.30000,6337.80000,6482.90000,3530000.00000,0.02290,22.53340,5992.68316,6753.59000,0.32213,7514.49684,6602.95032,7458.81598,6754.11288,45.33464,0.02286,0.04828,3621500.00000
2018-09-14,6482.90000,6579.40000,6412.10000,6483.70000,3200000.00000,0.00010,22.84412,5971.06992,6741.03500,0.33289,7511.00008,6591.59315,7449.11333,6743.50845,45.35936,0.00012,0.03930,3602000.00000
2018-09-15,6482.60000,6562.90000,6470.30000,6519.00000,3160000.00000,0.00540,23.05619,5955.35364,6731.35000,0.36318,7507.34636,6584.67951,7439.85847,6734.70420,46.50891,0.00544,0.03132,3591500.00000
2018-09-16,6519.00000,6520.80000,6406.20000,6500.20000,3340000.00000,-0.00290,23.19307,5933.18100,6711.48000,0.36427,7489.77900,6576.63384,7430.50864,6725.50796,45.95440,-0.00288,0.03278,3595500.00000
2018-09-17,6500.20000,6533.50000,6215.90000,6251.90000,3260000.00000,-0.03820,23.51079,5886.21968,6670.34500,0.23318,7454.47032,6545.70681,7418.78119,6706.93510,39.29136,-0.03820,-0.01358,3569000.00000
2018-09-18,6251.90000,6388.80000,6228.80000,6342.00000,2820000.00000,0.01440,23.46084,5857.56049,6635.99000,0.31116,7414.41951,6526.30616,7408.06695,6692.62392,42.54668,0.01441,-0.02173,3504500.00000
2018-09-19,6342.00000,6478.70000,6144.50000,6390.40000,3540000.00000,0.00760,23.23170,5838.50212,6605.82500,0.35963,7373.14788,6513.36272,7397.94091,6680.77200,44.27528,0.00763,-0.01439,3494500.00000
2018-09-20,6390.40000,6537.50000,6346.40000,6489.20000,5180000.00000,0.01550,22.58549,5835.69106,6578.59500,0.43983,7321.49894,6511.06151,7388.89871,6673.25937,47.73237,0.01546,-0.00457,3543000.00000
2018-09-21,6490.90000,6780.50000,6489.80000,6766.70000,7730000.00000,0.04280,21.18638,5862.80686,6557.45000,0.65062,7252.09314,6535.40803,7382.70768,6676.92371,55.99077,0.04276,0.04100,3753500.00000
2018-09-22,6766.70000,6833.30000,6635.50000,6729.60000,7310000.00000,-0.00550,18.80283,5915.39450,6529.23500,0.66321,7143.07550,6553.90250,7376.20909,6678.98945,54.74538,-0.00548,0.07641,3924000.00000
2018-09-23,6729.60000,6789.40000,6666.40000,6704.10000,7340000.00000,-0.00380,16.03668,5979.93941,6501.23000,0.69458,7022.52059,6568.20703,7369.52144,6679.97417,53.85864,-0.00379,0.05710,4097500.00000
2018-09-24,6713.30000,6728.10000,6559.10000,6584.10000,7570000.00000,-0.01790,10.41638,6125.02960,6461.56000,0.68206,6798.09040,6569.72064,7361.70630,6676.21440,49.77293,-0.01790,0.03031,4280000.00000
2018-09-25,6590.60000,6590.60000,5977.00000,6445.10000,7340000.00000,-0.02110,9.83689,6131.31022,6448.47500,0.49468,6765.63978,6557.85201,7352.58584,6667.15109,45.47007,-0.02111,-0.00680,4419500.00000
2018-09-26,6443.00000,6551.90000,6384.10000,6468.10000,8640000.00000,0.00360,9.80105,6130.28326,6446.18000,0.53469,6762.07674,6549.30420,7343.78499,6659.34517,46.29736,0.00357,-0.04413,4650500.00000
2018-09-27,6463.70000,6738.30000,6428.80000,6689.20000,9340000.00000,0.03420,10.27118,6129.27955,6461.09500,0.84372,6792.91045,6562.62761,7337.27170,6660.51594,53.58701,0.03418,-0.00600,4952500.00000
2018-09-28,6685.70000,6809.20000,6538.60000,6636.00000,9570000.00000,-0.00790,9.69864,6169.26559,6483.68000,0.74223,6798.09441,6569.61546,7330.29388,6659.55453,51.76620,-0.00795,-0.01016,5258000.00000
2018-09-29,6633.90000,6648.40000,6464.40000,6603.90000,9420000.00000,-0.00480,9.14505,6204.64684,6501.95000,0.67146,6799.25316,6572.88065,7323.06608,6657.37200,50.64794,-0.00484,0.00301,5587000.00000
2018-09-30,6603.90000,6673.90000,6533.50000,6635.20000,9340000.00000,0.00470,8.91499,6227.13550,6517.66000,0.70229,6808.18450,6578.81583,7316.22164,6656.50251,51.74261,0.00474,0.02950,5898500.00000
2018-10-01,6635.20000,6674.70000,6072.70000,6608.20000,9190000.00000,-0.00410,8.38583,6259.43626,6533.37500,0.63657,6807.31374,6581.61432,7309.17665,6654.60830,50.69795,-0.00407,0.02166,6193000.00000
2018-10-02,6608.20000,6645.70000,6034.90000,6549.90000,9340000.00000,-0.00880,7.91172,6285.09985,6543.97000,0.51145,6802.84015,6578.59391,7301.62166,6650.50209,48.42452,-0.00882,-0.02082,6508000.00000
2018-10-03,6549.90000,6563.50000,6429.60000,6507.80000,9210000.00000,-0.00640,7.88121,6287.29389,6545.21500,0.42747,6803.13611,6571.85163,7293.72293,6644.90593,46.79271,-0.00643,-0.01932,6792000.00000
2018-10-04,6509.20000,6653.00000,6487.80000,6584.20000,9310000.00000,0.01170,7.84231,6293.39483,6550.24000,0.56611,6807.08517,6573.02767,7286.66300,6642.52530,50.08026,0.01174,-0.00298,7097500.00000
2018-10-05,6584.20000,6682.30000,6537.60000,6639.10000,9340000.00000,0.00830,7.90841,6296.99756,6556.24500,0.65980,6815.49244,6579.32027,7280.21959,6642.39098,52.35824,0.00834,0.00059,7406500.00000
2018-10-06,6639.10000,6661.50000,6550.40000,6596.30000,9180000.00000,-0.00650,7.87909,6302.57456,6561.05000,0.56819,6819.52544,6580.93739,7273.41442,6640.58349,50.42631,-0.00645,-0.00180,7698500.00000
2018-10-07,6596.30000,6633.90000,6523.80000,6611.00000,77060.00000,0.00220,6.58379,6362.43104,6579.00500,0.57387,6795.57896,6583.80049,7266.82323,6639.42335,51.09378,0.00223,0.00933,7539353.00000
2018-10-08,6611.00000,6699.50000,6589.90000,6669.60000,119680.00000,0.00890,5.77263,6405.02145,6595.38500,0.69493,6785.74855,6591.97187,7260.88071,6640.60675,53.76619,0.00886,0.02486,7404337.00000
2018-10-09,6669.60000,6678.90000,6613.30000,6650.80000,80790.00000,-0.00280,5.04343,6441.75989,6608.40500,0.62720,6775.05011,6597.57455,7254.81026,6641.00649,52.76993,-0.00282,0.01012,7231376.50000
2018-10-10,6650.60000,6653.50000,6526.00000,6618.00000,101930.00000,-0.00490,4.75961,6457.42472,6614.84500,0.51002,6772.26528,6599.51983,7248.47384,6640.10427,50.99457,-0.00493,-0.00318,6977473.00000
2018-10-11,6618.00000,6622.50000,6206.20000,6239.10000,245280.00000,-0.05720,6.48388,6374.87099,6588.46500,-0.31782,6802.05901,6565.19414,7238.43032,6624.37861,35.94868,-0.05725,-0.05415,6603237.00000
2018-10-12,6239.20000,6344.80000,6206.80000,6291.30000,147400.00000,0.00840,7.29573,6327.01102,6566.55000,-0.07454,6806.08898,6539.10898,7229.00613,6611.31671,38.63493,0.00837,-0.04836,6245107.00000
2018-10-13,6291.30000,6329.30000,6282.80000,6321.70000,94450.00000,0.00480,7.73510,6294.20495,6547.43000,0.05429,6800.65505,6518.40336,7219.97821,6599.95919,40.20765,0.00483,-0.05216,5882829.50000
2018-10-14,6321.60000,6390.90000,6300.00000,6326.80000,99380.00000,0.00080,8.26531,6264.51412,6534.56500,0.11532,6804.61588,6500.15542,7211.09087,6589.24706,40.48323,0.00081,-0.04872,5509298.50000
2018-10-15,6326.80000,7358.40000,6300.20000,6699.80000,443330.00000,0.05900,8.42888,6271.36798,6547.30000,0.77634,6823.23202,6519.16919,7206.00340,6593.58247,56.33457,0.05896,0.01236,5164465.00000
2018-10-16,6712.40000,6836.70000,6645.40000,6705.30000,155850.00000,0.00080,8.58731,6277.53238,6559.16000,0.75946,6840.78762,6536.89594,7201.02127,6597.96355,56.51846,0.00082,0.07472,4740257.50000
2018-10-17,6718.90000,6745.90000,6637.80000,6686.60000,136710.00000,-0.00280,8.58022,6277.64031,6559.03000,0.72668,6840.41969,6551.15347,7195.90265,6601.43949,55.66016,-0.00279,0.06283,4280093.00000
2018-10-18,6690.10000,6736.30000,6530.60000,6574.10000,134150.00000,-0.01680,8.52019,6276.64593,6555.93500,0.53252,6835.22407,6553.33885,7189.71556,6600.36735,50.67437,-0.01682,0.03993,3808300.50000
2018-10-19,6576.40000,6603.20000,6506.90000,6512.00000,121440.00000,-0.00940,8.51750,6272.33488,6551.34000,0.42950,6830.34512,6549.40182,7182.97212,6596.90197,48.11242,-0.00945,0.02927,3343372.50000
2018-10-20,6511.70000,6593.70000,6495.90000,6572.20000,97770.00000,0.00920,8.44687,6271.63133,6548.19000,0.54341,6824.74867,6551.57307,7176.89479,6595.93326,50.71376,0.00924,-0.01905,2881261.00000
2018-10-21,6575.90000,6643.10000,6568.00000,6583.00000,92940.00000,0.00160,8.42171,6271.24820,6546.93000,0.56542,6822.61180,6554.56611,7170.98539,6595.42608,51.18657,0.00164,-0.01824,2426408.00000
2018-10-22,6583.00000,6612.70000,6529.50000,6555.80000,101570.00000,-0.00410,8.42209,6271.51850,6547.22500,0.51555,6822.93150,6554.68363,7164.86414,6593.87211,49.88853,-0.00413,-0.01956,1964486.50000
