Date,Open,High,Low,Price,Vol,Change,BBL_200_2,BBM_200_2,BBU_200_2,EMA_100,EMA_200,EMA_50,Price_EMA50_Ratio,RSI_14,Return_20,Return_60,V_Roll_MEAN_20,V_Roll_MEAN_60
2015-01-22,1293.70000,1307.80000,1279.10000,1300.70000,214910.00000,0.00540,,,,,,,,,,,182162.14286,182162.14286
2015-01-23,1301.50000,1302.90000,1284.30000,1292.60000,149210.00000,-0.00620,,,,,,,,85.23607,,,179965.33333,179965.33333
2015-01-26,1292.80000,1299.20000,1275.60000,1279.40000,168890.00000,-0.01020,,,,,,,,73.71611,,,179273.12500,179273.12500
2015-01-27,1280.70000,1297.40000,1272.00000,1291.70000,186950.00000,0.00960,,,,,,,,76.85515,,,179724.70588,179724.70588
2015-01-28,1292.00000,1293.30000,1279.00000,1285.90000,180390.00000,-0.00450,,,,,,,,72.46057,,,179761.66667,179761.66667
2015-01-29,1284.00000,1286.60000,1252.10000,1255.90000,243650.00000,-0.02330,,,,,,,,54.95643,,,183124.21053,183124.21053
2015-01-30,1259.00000,1285.40000,1257.50000,1279.20000,163880.00000,0.01860,,,,,,,,62.52770,,,182162.00000,182162.00000
2015-02-02,1283.00000,1283.90000,1266.50000,1276.90000,119880.00000,-0.00180,,,,,,,,61.43003,0.07646,,182122.00000,179196.19048
2015-02-03,1275.60000,1286.50000,1255.80000,1260.30000,181990.00000,-0.01300,,,,,,,,54.05443,0.04676,,183766.00000,179323.18182
2015-02-04,1261.50000,1273.30000,1256.90000,1264.50000,136180.00000,0.00330,,,,,,,,55.50991,0.03699,,181057.00000,177447.39130
2015-02-05,1270.40000,1274.60000,1256.10000,1262.70000,113830.00000,-0.00140,,,,,,,,54.71001,0.04295,,180894.00000,174796.66667
2015-02-06,1266.40000,1269.00000,1228.20000,1234.60000,205100.00000,-0.02230,,,,,,,,44.04065,0.02160,,185024.50000,176008.80000
2015-02-09,1235.90000,1243.60000,1234.40000,1241.50000,92650.00000,0.00560,,,,,,,,46.78496,0.02089,,181858.00000,172802.69231
2015-02-10,1238.30000,1245.90000,1230.60000,1232.20000,97140.00000,-0.00750,,,,,,,,43.67596,-0.00049,,179789.00000,170000.37037
2015-02-11,1234.10000,1238.70000,1216.50000,1219.60000,116280.00000,-0.01020,,,,,,,,39.81549,-0.01199,,176620.50000,168081.78571
2015-02-12,1218.30000,1232.80000,1218.00000,1220.70000,109410.00000,0.00090,,,,,,,,40.31151,-0.01118,,172435.50000,166058.62069
2015-02-13,1223.00000,1234.90000,1222.50000,1227.10000,96370.00000,0.00520,,,,,,,,43.24244,-0.02981,,162814.50000,163735.66667
2015-02-16,1227.50000,1236.70000,1203.30000,1208.60000,181840.00000,-0.01510,,,,,,,,37.50886,-0.05349,,160936.00000,164319.67742
2015-02-18,1209.30000,1213.40000,1197.20000,1200.20000,121130.00000,-0.00700,,,,,,,,35.22506,-0.07263,,154503.50000,162970.00000
2015-02-19,1212.50000,1222.90000,1205.20000,1207.60000,115720.00000,0.00620,,,,,,,,38.76243,-0.06655,,149770.00000,161538.18182
2015-02-20,1208.00000,1215.30000,1197.70000,1204.90000,109250.00000,-0.00220,,,,,,,,37.94813,-0.07365,,144487.00000,160000.29412
2015-02-23,1203.50000,1210.30000,1190.60000,1200.80000,115220.00000,-0.00340,,,,,,,,36.68777,-0.07102,,142787.50000,158720.85714
2015-02-24,1201.90000,1204.40000,1190.00000,1197.30000,116610.00000,-0.00290,,,,,,,,35.60076,-0.06417,,140173.50000,157551.11111
2015-02-25,1200.80000,1211.70000,1200.70000,1201.50000,106080.00000,0.00350,,,,,,,,37.97563,-0.06983,,136130.00000,156160.00000
2015-02-26,1203.90000,1219.90000,1203.40000,1210.10000,137280.00000,0.00720,,,,,,,,42.64010,-0.05895,,133974.50000,155663.15789
2015-02-27,1208.80000,1219.20000,1204.10000,1213.10000,113770.00000,0.00250,,,,,,,,44.21610,-0.03408,,127480.50000,154588.97436
2015-03-02,1213.80000,1223.00000,1204.20000,1208.20000,133100.00000,-0.00400,,,,,,,,42.17770,-0.05550,,125941.50000,154051.75000
2015-03-03,1206.10000,1214.40000,1194.60000,1204.40000,155660.00000,-0.00310,,,,,,,,40.61398,-0.05678,,127730.50000,154090.97561
2015-03-04,1203.80000,1208.40000,1197.70000,1200.90000,107560.00000,-0.00290,,,,,,,,39.17341,-0.04713,,124009.00000,152983.09524
2015-03-05,1200.20000,1208.90000,1195.80000,1196.20000,131860.00000,-0.00390,,,,,,,,37.26206,-0.05401,,123793.00000,152491.86047
2015-03-06,1197.50000,1200.00000,1162.90000,1164.30000,214800.00000,-0.02670,,,,,,,,27.46649,-0.07793,,128841.50000,153907.95455
2015-03-09,1169.60000,1174.40000,1164.80000,1166.50000,123610.00000,0.00190,,,,,,,,28.85554,-0.05516,,124767.00000,153234.66667
2015-03-10,1165.60000,1169.60000,1153.80000,1160.10000,178080.00000,-0.00550,,,,,,,,27.22231,-0.06557,,129038.50000,153774.78261
2015-03-11,1161.10000,1164.30000,1146.50000,1150.60000,161560.00000,-0.00820,,,,,,,,24.96362,-0.06622,,132259.50000,153940.42553
2015-03-12,1153.70000,1165.70000,1147.50000,1151.90000,159540.00000,0.00110,,,,,,,,25.87004,-0.05551,,134422.50000,154057.08333
2015-03-13,1152.60000,1160.90000,1150.40000,1152.40000,122680.00000,0.00040,,,,,,,,26.23910,-0.05595,,135086.00000,153416.73469
2015-03-16,1157.90000,1163.30000,1149.30000,1153.20000,123260.00000,0.00070,,,,,,1225.09000,0.94132,26.86647,-0.06022,,136430.50000,152813.60000
2015-03-17,1153.70000,1159.30000,1141.60000,1148.20000,159620.00000,-0.00430,,,,,,1222.07471,0.93955,25.41170,-0.04998,,135319.50000,152947.05882
2015-03-18,1148.10000,1175.10000,1144.90000,1151.30000,188480.00000,0.00270,,,,,,1219.29923,0.94423,28.01429,-0.04074,,138687.00000,153630.38462
2015-03-19,1166.10000,1177.00000,1158.60000,1169.00000,157060.00000,0.01540,,,,,,1217.32671,0.96030,40.73063,-0.03196,,140754.00000,153695.09434
2015-03-20,1170.40000,1187.40000,1167.90000,1184.60000,167530.00000,0.01330,,,,,,1216.04331,0.97414,49.24128,-0.01685,,143668.00000,153951.29630
2015-03-23,1183.20000,1191.00000,1178.60000,1187.70000,162530.00000,0.00260,,,,,,1214.93181,0.97759,50.75456,-0.01091,,146033.50000,154107.27273
2015-03-24,1188.50000,1194.50000,1184.70000,1191.40000,162920.00000,0.00310,,,,,,1214.00899,0.98138,52.57204,-0.00493,,148349.00000,154264.64286
2015-03-25,1192.50000,1199.30000,1186.10000,1197.00000,185930.00000,0.00470,,,,,,1213.34197,0.98653,55.26319,-0.00375,,152341.50000,154820.17544
2015-03-26,1195.40000,1219.50000,1193.80000,1204.80000,245370.00000,0.00650,,,,,,1213.00699,0.99323,58.77221,-0.00438,,157746.00000,156381.37931
2015-03-27,1203.80000,1205.60000,1191.70000,1199.80000,172260.00000,-0.00420,,,,,,1212.48907,0.98953,55.75329,-0.01096,,160670.50000,156650.50847
2015-03-30,1198.60000,1199.60000,1182.20000,1185.30000,131450.00000,-0.01210,,,,,,1211.42283,0.97844,48.04574,-0.01895,,160588.00000,156230.50000
2015-03-31,1185.50000,1190.60000,1178.20000,1183.20000,114970.00000,-0.00180,,,,,,1210.31605,0.97760,47.03166,-0.01760,-0.00253,158553.50000,156135.33333
2015-04-01,1183.20000,1208.70000,1180.50000,1208.20000,151140.00000,0.02110,,,,,,1210.23307,0.99832,58.31224,0.00608,0.00349,160732.50000,156169.16667
2015-04-02,1204.30000,1207.40000,1194.80000,1200.90000,115650.00000,-0.00600,,,,,,1209.86707,0.99259,54.65216,0.00393,-0.01517,159922.00000,154924.00000
2015-04-06,1212.60000,1224.50000,1212.60000,1218.60000,106010.00000,0.01470,,,,,,1210.20954,1.00693,61.03786,0.04664,0.00653,154482.50000,154739.33333
2015-04-07,1214.70000,1215.90000,1207.50000,1210.60000,85860.00000,-0.00660,,,,,,1210.22485,1.00031,57.12259,0.03781,0.00174,152595.00000,154128.83333
2015-04-08,1208.70000,1212.50000,1197.40000,1203.10000,116320.00000,-0.00620,,,,,,1209.94544,0.99434,53.64825,0.03707,-0.01069,149507.00000,153467.83333
2015-04-09,1202.60000,1203.30000,1192.40000,1193.60000,110160.00000,-0.00790,,,,,,1209.30445,0.98701,49.53815,0.03737,-0.03180,146937.00000,152995.16667
2015-04-10,1193.80000,1210.60000,1192.90000,1204.60000,124840.00000,0.00920,,,,,,1209.11996,0.99626,53.93851,0.04575,-0.02414,145202.00000,152081.66667
2015-04-13,1207.20000,1209.30000,1196.10000,1199.30000,109550.00000,-0.00440,,,,,,1208.73486,0.99219,51.60359,0.04070,-0.02851,144545.50000,150689.00000
2015-04-14,1198.80000,1201.30000,1183.50000,1192.60000,161060.00000,-0.00560,,,,,,1208.10212,0.98717,48.73169,0.03417,-0.05708,146435.50000,148560.16667
2015-04-15,1192.20000,1204.40000,1188.30000,1201.30000,129200.00000,0.00730,,,,,,1207.83537,0.99459,52.43354,0.04625,-0.05921,144914.50000,147056.66667
2015-04-16,1201.80000,1208.80000,1194.30000,1198.00000,157420.00000,-0.00270,,,,,,1207.44967,0.99217,50.93132,0.04056,-0.07433,143361.50000,145517.33333
2015-04-17,1198.60000,1207.80000,1197.00000,1203.10000,111550.00000,0.00430,,,,,,1207.27910,0.99654,53.16458,0.02917,-0.07003,141086.00000,143870.00000
2015-04-20,1204.40000,1209.00000,1190.80000,1193.70000,137020.00000,-0.00780,,,,,,1206.74658,0.98919,48.75965,0.00768,-0.08226,139560.50000,142571.83333
2015-04-21,1195.80000,1203.70000,1192.50000,1203.10000,104710.00000,0.00790,,,,,,1206.60358,0.99710,52.95719,0.01297,-0.06924,136669.50000,141830.16667
2015-04-22,1202.20000,1204.40000,1185.00000,1186.90000,152180.00000,-0.01350,,,,,,1205.83089,0.98430,45.96824,-0.00378,-0.07230,136132.50000,141551.66667
2015-04-23,1186.90000,1197.40000,1183.60000,1194.30000,118110.00000,0.00620,,,,,,1205.37870,0.99081,49.26221,-0.00226,-0.07540,132741.50000,140404.33333
2015-04-24,1193.00000,1195.40000,1174.10000,1175.00000,156380.00000,-0.01620,,,,,,1204.18738,0.97576,42.06022,-0.02473,-0.08624,128292.00000,140004.16667
2015-04-27,1179.30000,1206.70000,1177.60000,1203.20000,207200.00000,0.02400,,,,,,1204.14866,0.99921,52.89626,0.00283,-0.04196,130039.00000,139396.66667
2015-04-28,1201.60000,1214.90000,1198.60000,1213.90000,157580.00000,0.00890,,,,,,1204.53106,1.00778,56.24042,0.02413,-0.05105,131345.50000,139291.66667
2015-04-29,1211.40000,1213.50000,1200.70000,1210.00000,141080.00000,-0.00320,,,,,,1204.74553,1.00436,54.71563,0.02265,-0.05239,132651.00000,139645.00000
2015-04-30,1204.50000,1207.40000,1176.00000,1182.40000,212930.00000,-0.02280,,,,,,1203.86923,0.98217,45.34591,-0.02135,-0.06181,135740.50000,140160.66667
2015-05-01,1183.70000,1184.40000,1168.40000,1174.50000,118480.00000,-0.00670,,,,,,1202.71750,0.97654,43.07230,-0.02198,-0.07117,135882.00000,139865.66667
2015-05-04,1176.60000,1192.10000,1176.60000,1186.80000,107750.00000,0.01050,,,,,,1202.09328,0.98728,47.48706,-0.02610,-0.06011,135969.00000,139764.33333
2015-05-05,1187.50000,1199.30000,1184.90000,1193.20000,109750.00000,0.00540,,,,,,1201.74453,0.99289,49.67399,-0.01437,-0.03353,137163.50000,138175.16667
2015-05-06,1192.50000,1196.90000,1187.40000,1190.30000,105950.00000,-0.00240,,,,,,1201.29572,0.99085,48.68461,-0.01064,-0.04124,136645.00000,138396.83333
2015-05-07,1191.30000,1192.00000,1177.90000,1182.20000,134940.00000,-0.00680,,,,,,1200.54687,0.98472,45.93274,-0.00955,-0.04058,137884.00000,139026.83333
2015-05-08,1183.70000,1193.00000,1180.50000,1188.90000,143610.00000,0.00570,,,,,,1200.09013,0.99068,48.52459,-0.01303,-0.02517,138822.50000,139482.33333
2015-05-11,1189.00000,1190.90000,1178.00000,1183.00000,128100.00000,-0.00500,,,,,,1199.41993,0.98631,46.41454,-0.01359,-0.03088,139750.00000,139793.83333
2015-05-12,1182.50000,1196.30000,1179.70000,1192.40000,139260.00000,0.00790,,,,,,1199.14464,0.99438,50.13493,-0.00017,-0.02828,138660.00000,140508.66667
2015-05-13,1192.50000,1218.50000,1190.40000,1218.20000,241720.00000,0.02160,,,,,,1199.89191,1.01526,58.62571,0.01407,0.00794,144286.00000,141506.66667
2015-05-14,1215.00000,1227.70000,1211.90000,1225.20000,177840.00000,0.00570,,,,,,1200.88438,1.02025,60.58662,0.02270,0.02083,145307.00000,142451.83333
2015-05-15,1220.90000,1225.80000,1210.60000,1225.30000,133240.00000,0.00010,,,,,,1201.84186,1.01952,60.61534,0.01845,0.01466,146391.50000,142743.83333
2015-05-18,1222.80000,1232.00000,1221.20000,1227.60000,120820.00000,0.00190,,,,,,1202.85198,1.02057,61.31352,0.02840,0.01884,145581.50000,142936.66667
2015-05-19,1225.40000,1225.50000,1205.10000,1206.70000,178960.00000,-0.01700,,,,,,1203.00288,1.00307,52.24939,0.00299,0.00491,149294.00000,143999.00000
2015-05-20,1207.70000,1213.20000,1202.70000,1208.70000,127890.00000,0.00170,,,,,,1203.22630,1.00455,52.96594,0.01837,0.00952,148079.50000,144187.00000
2015-05-21,1209.40000,1212.40000,1200.80000,1204.10000,139670.00000,-0.00380,,,,,,1203.26056,1.00070,51.06779,0.00821,0.00216,149157.50000,144746.83333
2015-05-22,1206.00000,1214.60000,1201.00000,1204.00000,142930.00000,-0.00010,,,,,,1203.28956,1.00059,51.02498,0.02468,-0.00504,148485.00000,144841.00000
2015-05-25,1205.20000,1208.20000,1184.80000,1186.90000,244620.00000,-0.01420,,,,,,1202.64683,0.98691,44.20137,-0.01355,-0.02160,150356.00000,147021.83333
2015-05-27,1186.70000,1190.40000,1183.00000,1185.60000,200220.00000,-0.00110,,,,1210.36800,,1201.97833,0.98637,43.72266,-0.02331,-0.01871,152488.00000,148140.50000
2015-05-28,1188.00000,1192.80000,1180.20000,1188.80000,150000.00000,0.00270,,,,1209.94091,,1201.46153,0.98946,45.29327,-0.01752,-0.01295,152934.00000,148046.16667
2015-05-29,1188.10000,1194.40000,1186.00000,1189.80000,102170.00000,0.00080,,,,1209.54208,,1201.00422,0.99067,45.80230,0.00626,-0.00924,147396.00000,147956.33333
2015-06-01,1189.80000,1204.70000,1184.00000,1188.70000,171250.00000,-0.00090,,,,1209.12937,,1200.52170,0.99015,45.30294,0.01209,-0.00627,150034.50000,148612.83333
2015-06-02,1189.50000,1196.40000,1185.80000,1194.40000,111470.00000,0.00480,,,,1208.83770,,1200.28163,0.99510,48.43987,0.00640,0.02585,150220.50000,146890.66667
2015-06-03,1193.80000,1195.60000,1179.10000,1184.90000,124180.00000,-0.00800,,,,1208.36368,,1199.67843,0.98768,43.91896,-0.00696,0.01577,150942.00000,146900.16667
2015-06-04,1185.80000,1186.60000,1172.40000,1175.20000,155460.00000,-0.00820,,,,1207.70698,,1198.71849,0.98038,39.83125,-0.01269,0.01302,153417.50000,146523.16667
2015-06-05,1176.50000,1178.00000,1162.10000,1168.10000,150680.00000,-0.00600,,,,1206.92268,,1197.51777,0.97543,37.10871,-0.01193,0.01521,154204.50000,146341.83333
2015-06-08,1170.80000,1177.10000,1168.50000,1173.60000,107090.00000,0.00470,,,,1206.26282,,1196.57981,0.98080,40.50142,-0.01287,0.01884,152378.50000,145467.66667
2015-06-09,1173.20000,1182.30000,1171.80000,1177.60000,91630.00000,0.00340,,,,1205.69524,,1195.83551,0.98475,42.91339,-0.00456,0.02187,150555.00000,144950.16667
2015-06-10,1175.80000,1191.80000,1174.30000,1186.60000,124680.00000,0.00760,,,,1205.31712,,1195.47333,0.99258,48.01932,-0.00486,0.02896,149826.00000,144973.83333
2015-06-11,1185.70000,1187.40000,1174.80000,1180.40000,114930.00000,-0.00520,,,,1204.82371,,1194.88222,0.98788,45.03126,-0.03103,0.02804,143486.50000,144229.00000
2015-06-12,1180.80000,1183.70000,1175.60000,1179.20000,86350.00000,-0.00100,,,,1204.31631,,1194.26723,0.98738,44.45468,-0.03754,0.02423,138912.00000,142526.83333
2015-06-15,1180.00000,1190.20000,1171.90000,1185.80000,129830.00000,0.00560,,,,1203.94965,,1193.93518,0.99319,48.37027,-0.03224,0.01437,138741.50000,142073.00000
2015-06-16,1185.30000,1187.40000,1175.40000,1180.90000,100200.00000,-0.00410,,,,1203.49322,,1193.42400,0.98951,45.78948,-0.03804,-0.00312,137710.50000,140950.83333
2015-06-17,1181.10000,1188.80000,1173.90000,1176.80000,101550.00000,-0.00350,,,,1202.96464,,1192.77208,0.98661,43.68900,-0.02478,-0.00918,133840.00000,139934.50000
2015-06-18,1184.20000,1205.70000,1183.10000,1202.00000,190690.00000,0.02140,,,,1202.94554,,1193.13396,1.00743,56.80468,-0.00554,0.00890,136980.00000,140397.33333
2015-06-19,1201.80000,1203.90000,1198.00000,1201.90000,86060.00000,-0.00010,,,,1202.92484,,1193.47772,1.00706,56.74820,-0.00183,0.00409,134299.50000,138732.83333
2015-06-22,1199.70000,1200.80000,1181.60000,1184.10000,127150.00000,-0.01480,,,,1202.55207,,1193.10997,0.99245,47.66298,-0.01653,-0.01718,133510.50000,136762.50000
2015-06-23,1185.30000,1187.70000,1175.60000,1176.60000,122250.00000,-0.00630,,,,1202.03817,,1192.46252,0.98670,44.43497,-0.00868,-0.01934,127392.00000,135929.00000
2015-06-24,1177.60000,1179.70000,1168.10000,1172.90000,118450.00000,-0.00310,,,,1201.46117,,1191.69536,0.98423,42.89167,-0.01071,-0.01046,123303.50000,135712.33333
2015-06-25,1174.10000,1177.30000,1170.50000,1171.80000,88850.00000,-0.00090,,,,1200.87382,,1190.91515,0.98395,42.41996,-0.01430,-0.00963,120246.00000,135277.00000
2015-06-26,1172.50000,1178.00000,1167.10000,1173.20000,107920.00000,0.00120,,,,1200.32583,,1190.22044,0.98570,43.27501,-0.01395,-0.02897,120533.50000,134556.66667
2015-06-29,1182.50000,1187.60000,1173.20000,1179.00000,145710.00000,0.00490,,,,1199.90353,,1189.78042,0.99094,46.79970,-0.00816,-0.01824,119256.50000,135057.66667
2015-06-30,1179.80000,1180.00000,1165.40000,1171.80000,148190.00000,-0.00610,,,,1199.34703,,1189.07531,0.98547,43.21029,-0.01892,-0.03840,121092.50000,135760.66667
2015-07-01,1172.40000,1174.40000,1166.70000,1169.30000,95180.00000,-0.00210,,,,1198.75204,,1188.29981,0.98401,42.00560,-0.01317,-0.03412,119642.50000,135916.00000
2015-07-02,1167.70000,1169.20000,1155.80000,1163.50000,144730.00000,-0.00500,,,,1198.05398,,1187.32726,0.97993,39.27016,-0.00996,-0.03291,119106.00000,136389.50000
2015-07-03,1173.20000,1174.40000,1161.90000,1173.20000,141900.00000,0.00830,,,,1197.56182,,1186.77325,0.98856,45.64524,0.00437,-0.01709,118667.00000,136918.50000
2015-07-07,1168.80000,1170.00000,1146.80000,1152.60000,198530.00000,-0.01760,,,,1196.67149,,1185.43313,0.97230,36.80817,-0.01789,-0.04317,123239.00000,138146.66667
2015-07-08,1154.00000,1163.80000,1145.90000,1163.50000,168010.00000,0.00950,,,,1196.01462,,1184.57300,0.98221,43.08686,-0.01197,-0.02985,127058.00000,139121.00000
2015-07-09,1157.50000,1166.90000,1155.10000,1159.20000,130010.00000,-0.00370,,,,1195.28562,,1183.57798,0.97940,41.34175,-0.02309,-0.02801,127324.50000,138603.50000
2015-07-10,1158.70000,1164.50000,1156.40000,1157.90000,112570.00000,-0.00110,,,,1194.54531,,1182.57100,0.97914,40.80368,-0.01906,-0.03613,127206.50000,138326.33333
2015-07-13,1162.30000,1163.90000,1149.80000,1155.40000,126730.00000,-0.00220,,,,1193.77016,,1181.50547,0.97790,39.73271,-0.02018,-0.03556,129225.50000,137814.83333
2015-07-14,1157.00000,1159.10000,1151.80000,1153.50000,109140.00000,-0.00160,,,,1192.97273,,1180.40722,0.97721,38.89712,-0.02724,-0.04123,128191.00000,137774.66667
2015-07-15,1153.90000,1155.80000,1141.90000,1147.40000,150650.00000,-0.00530,,,,1192.07030,,1179.11282,0.97310,36.26053,-0.02837,-0.03879,130713.50000,138001.83333
2015-07-16,1146.20000,1148.20000,1140.60000,1143.90000,125700.00000,-0.00310,,,,1191.11643,,1177.73193,0.97127,34.80285,-0.02796,-0.04921,131921.00000,138351.66667
2015-07-17,1144.30000,1144.50000,1129.60000,1131.90000,161000.00000,-0.01050,,,,1189.94383,,1175.93459,0.96255,30.30469,-0.05832,-0.04634,130436.50000,138498.66667
2015-07-20,1132.40000,1132.50000,1080.00000,1106.80000,261350.00000,-0.02220,,,,1188.29742,,1173.22343,0.94338,23.47131,-0.07912,-0.07326,139201.00000,140886.00000
2015-07-21,1098.00000,1108.80000,1095.90000,1103.50000,172520.00000,-0.00300,,,,1186.61826,,1170.48918,0.94277,22.74514,-0.06807,-0.06085,141469.50000,141155.00000
2015-07-22,1100.10000,1102.30000,1085.60000,1091.50000,182180.00000,-0.01090,,,,1184.73473,,1167.39157,0.93499,20.28718,-0.07233,-0.09284,144466.00000,140738.00000
2015-07-23,1093.40000,1104.90000,1086.10000,1094.10000,204070.00000,0.00240,,,,1182.93998,,1164.51739,0.93953,22.24772,-0.06718,-0.09869,148747.00000,141512.83333
2015-07-24,1089.50000,1100.90000,1072.30000,1085.50000,249020.00000,-0.00790,,,,1181.01048,,1161.41867,0.93463,20.45559,-0.07365,-0.10289,156755.50000,143311.83333
2015-07-27,1098.60000,1104.40000,1087.70000,1096.40000,191960.00000,0.01000,,,,1179.33502,,1158.86892,0.94609,28.33518,-0.06546,-0.07273,160957.50000,142962.33333
2015-07-28,1094.10000,1098.20000,1090.70000,1096.20000,176080.00000,-0.00020,,,,1177.68879,,1156.41131,0.94793,28.27982,-0.07023,-0.06667,162476.00000,143922.33333
2015-07-29,1094.50000,1100.90000,1088.90000,1092.60000,159140.00000,-0.00330,,,,1176.00386,,1153.90891,0.94687,27.24795,-0.06759,-0.07937,163023.50000,144778.83333
2015-07-30,1096.60000,1098.20000,1081.50000,1088.70000,169100.00000,-0.00360,,,,1174.27507,,1151.35169,0.94558,26.13540,-0.06893,-0.08758,166719.50000,145768.00000
2015-07-31,1087.70000,1103.00000,1079.20000,1095.10000,174130.00000,0.00590,,,,1172.70725,,1149.14575,0.95297,31.10665,-0.05879,-0.07998,168189.50000,146904.33333
2015-08-03,1095.10000,1098.00000,1085.10000,1089.40000,105920.00000,-0.00520,,,,1171.05760,,1146.80278,0.94995,29.22042,-0.07143,-0.07850,166390.50000,146420.66667
2015-08-04,1085.30000,1094.40000,1080.20000,1090.70000,114100.00000,0.00120,,,,1169.46636,,1144.60267,0.95291,30.25910,-0.05370,-0.08260,162169.00000,145928.83333
2015-08-05,1087.30000,1091.70000,1082.00000,1085.60000,116050.00000,-0.00470,,,,1167.80564,,1142.28884,0.95037,28.49258,-0.06695,-0.08233,159571.00000,145728.00000
2015-08-06,1084.10000,1093.30000,1082.70000,1090.10000,94610.00000,0.00410,,,,1166.26691,,1140.24222,0.95602,32.25090,-0.05961,-0.08579,157801.00000,144983.83333
2015-08-07,1088.80000,1098.90000,1081.40000,1094.10000,172490.00000,0.00370,,,,1164.83787,,1138.43272,0.96106,35.49623,-0.05510,-0.10187,160797.00000,143830.00000
2015-08-10,1094.00000,1108.50000,1089.00000,1104.10000,148930.00000,0.00910,,,,1163.63514,,1137.08634,0.97099,42.86481,-0.04440,-0.09884,161907.00000,143348.16667
2015-08-11,1103.80000,1119.10000,1093.30000,1107.70000,191830.00000,0.00330,,,,1162.52751,,1135.93393,0.97514,45.28790,-0.03971,-0.09598,166041.50000,144324.66667
2015-08-12,1108.20000,1125.50000,1101.10000,1123.60000,193700.00000,0.01440,,,,1161.75667,,1135.45025,0.98956,54.47178,-0.02074,-0.08472,168194.00000,145539.33333
2015-08-13,1125.20000,1126.30000,1112.80000,1115.60000,129210.00000,-0.00710,,,,1160.84267,,1134.67181,0.98319,49.93042,-0.02474,-0.07550,168369.50000,144710.16667
2015-08-14,1114.60000,1120.40000,1111.10000,1112.70000,102230.00000,-0.00260,,,,1159.88935,,1133.81017,0.98138,48.35658,-0.01696,-0.07942,165431.00000,144282.50000
2015-08-17,1113.50000,1122.20000,1112.90000,1118.40000,92580.00000,0.00510,,,,1159.06778,,1133.20585,0.98693,51.58673,0.01048,-0.07117,156992.50000,143497.66667
2015-08-18,1117.20000,1120.40000,1108.50000,1116.90000,119950.00000,-0.00130,,,,1158.23278,,1132.56640,0.98617,50.68823,0.01214,-0.07234,154364.00000,143114.66667
2015-08-19,1117.20000,1134.30000,1115.50000,1127.90000,154350.00000,0.00980,,,,1157.63213,,1132.38340,0.99604,56.65094,0.03335,-0.04971,152972.50000,141610.16667
2015-08-20,1133.30000,1153.70000,1132.10000,1153.20000,187180.00000,0.02240,,,,1157.54436,,1133.19974,1.01765,66.64190,0.05402,-0.02733,152128.00000,141392.83333
2015-08-21,1153.30000,1167.90000,1148.50000,1159.60000,196060.00000,0.00550,,,,1157.58507,,1134.23505,1.02236,68.61263,0.06826,-0.02456,149480.00000,142160.50000
2015-08-24,1160.20000,1169.80000,1145.10000,1153.60000,264140.00000,-0.00520,,,,1157.50616,,1134.99446,1.01639,64.75052,0.05217,-0.03043,153089.00000,144860.00000
2015-08-25,1155.70000,1156.30000,1134.00000,1138.30000,199690.00000,-0.01330,,,,1157.12584,,1135.12409,1.00280,56.08159,0.03841,-0.04240,154269.50000,145334.00000
2015-08-26,1139.90000,1146.00000,1116.90000,1124.60000,207120.00000,-0.01200,,,,1156.48176,,1134.71138,0.99109,49.66916,0.02929,-0.05844,156668.50000,146928.16667
